country,year,oil_refinery_throughput,region
Other Middle East,2001,420.44, Middle East
Other Middle East,2002,406.74, Middle East
Other Middle East,2003,397.21, Middle East
Other Middle East,2004,403.41, Middle East
Other Middle East,2005,429.4, Middle East
Other Middle East,2006,403.88, Middle East
Other Middle East,2007,395.96, Middle East
Other Middle East,2008,391.42, Middle East
Other Middle East,2009,385.71, Middle East
Other Middle East,2010,380.8, Middle East
Other Middle East,2011,349.15, Middle East
Other Middle East,2012,267.71, Middle East
Other Middle East,2013,238.19, Middle East
Other Middle East,2014,230.21, Middle East
Other Middle East,2015,180.97, Middle East
Other Middle East,2016,143.99, Middle East
Other Middle East,2017,161.44, Middle East
Other Middle East,2018,144.25, Middle East
Qatar,1980,7.61, Middle East
Qatar,1981,8.64, Middle East
Qatar,1982,8.23, Middle East
Qatar,1983,9.24, Middle East
Qatar,1984,15.7, Middle East
Qatar,1985,26.31, Middle East
Qatar,1986,33.32, Middle East
Qatar,1987,36.77, Middle East
Qatar,1988,43.82, Middle East
Qatar,1989,53.4, Middle East
Qatar,1990,60.99, Middle East
Qatar,1991,54.28, Middle East
Qatar,1992,58.18, Middle East
Qatar,1993,53.92, Middle East
Qatar,1994,63.06, Middle East
Qatar,1995,60.45, Middle East
Qatar,1996,67.65, Middle East
Qatar,1997,63.86, Middle East
Qatar,1998,69.48, Middle East
Qatar,1999,68.08, Middle East
Qatar,2000,63.57, Middle East
Qatar,2001,60.25, Middle East
Qatar,2002,117.45, Middle East
Qatar,2003,126.71, Middle East
Qatar,2004,120.7, Middle East
Qatar,2005,114.59, Middle East
Qatar,2006,130.07, Middle East
Qatar,2007,149.42, Middle East
Qatar,2008,144.64, Middle East
Qatar,2009,157.7, Middle East
Qatar,2010,294.39, Middle East
Qatar,2011,278.31, Middle East
Qatar,2012,292.15, Middle East
Qatar,2013,269.71, Middle East
Qatar,2014,260.77, Middle East
Qatar,2015,252.72, Middle East
Qatar,2016,279.97, Middle East
Qatar,2017,378.57, Middle East
Qatar,2018,396.65, Middle East
Saudi Arabia,1980,610.21, Middle East
Saudi Arabia,1981,653.13, Middle East
Saudi Arabia,1982,742.08, Middle East
Saudi Arabia,1983,851.32, Middle East
Saudi Arabia,1984,855.33, Middle East
Saudi Arabia,1985,1014.93, Middle East
Saudi Arabia,1986,1095.68, Middle East
Saudi Arabia,1987,1336.67, Middle East
Saudi Arabia,1988,1491.96, Middle East
Saudi Arabia,1989,1447.52, Middle East
Saudi Arabia,1990,1512.39, Middle East
Saudi Arabia,1991,1487.19, Middle East
Saudi Arabia,1992,1641.4, Middle East
Saudi Arabia,1993,1618.91, Middle East
Saudi Arabia,1994,1640.9, Middle East
Saudi Arabia,1995,1579.87, Middle East
Saudi Arabia,1996,1777.44, Middle East
Saudi Arabia,1997,1612.26, Middle East
Saudi Arabia,1998,1634.91, Middle East
Saudi Arabia,1999,1616.74, Middle East
Saudi Arabia,2000,1669.2, Middle East
Saudi Arabia,2001,1661.82, Middle East
Saudi Arabia,2002,1627.78, Middle East
Saudi Arabia,2003,1789.28, Middle East
Saudi Arabia,2004,1929.95, Middle East
Saudi Arabia,2005,2001.81, Middle East
Saudi Arabia,2006,1991.51, Middle East
Saudi Arabia,2007,1936.35, Middle East
Saudi Arabia,2008,2018.33, Middle East
Saudi Arabia,2009,1928.11, Middle East
Saudi Arabia,2010,1921.5, Middle East
Saudi Arabia,2011,1883.97, Middle East
Saudi Arabia,2012,1953.26, Middle East
Saudi Arabia,2013,1875.7, Middle East
Saudi Arabia,2014,2200.61, Middle East
Saudi Arabia,2015,2446.99, Middle East
Saudi Arabia,2016,2753, Middle East
Saudi Arabia,2017,2802, Middle East
Saudi Arabia,2018,2770, Middle East
United Arab Emirates,1980,11.8, Middle East
United Arab Emirates,1981,56.15, Middle East
United Arab Emirates,1982,83.36, Middle East
United Arab Emirates,1983,109.75, Middle East
United Arab Emirates,1984,141.75, Middle East
United Arab Emirates,1985,164.55, Middle East
United Arab Emirates,1986,184.92, Middle East
United Arab Emirates,1987,184.62, Middle East
United Arab Emirates,1988,184.61, Middle East
United Arab Emirates,1989,188.85, Middle East
United Arab Emirates,1990,198.45, Middle East
United Arab Emirates,1991,201.81, Middle East
United Arab Emirates,1992,197.69, Middle East
United Arab Emirates,1993,194.15, Middle East
United Arab Emirates,1994,214.58, Middle East
United Arab Emirates,1995,221.65, Middle East
United Arab Emirates,1996,234.74, Middle East
United Arab Emirates,1997,266.39, Middle East
United Arab Emirates,1998,238.98, Middle East
United Arab Emirates,1999,248.48, Middle East
United Arab Emirates,2000,315, Middle East
United Arab Emirates,2001,552.97, Middle East
United Arab Emirates,2002,591.17, Middle East
United Arab Emirates,2003,581.24, Middle East
United Arab Emirates,2004,574.05, Middle East
United Arab Emirates,2005,604.35, Middle East
United Arab Emirates,2006,591.98, Middle East
United Arab Emirates,2007,529.48, Middle East
United Arab Emirates,2008,492.58, Middle East
United Arab Emirates,2009,492, Middle East
United Arab Emirates,2010,571, Middle East
United Arab Emirates,2011,635, Middle East
United Arab Emirates,2012,638, Middle East
United Arab Emirates,2013,650, Middle East
United Arab Emirates,2014,643, Middle East
United Arab Emirates,2015,1098, Middle East
United Arab Emirates,2016,1077.08, Middle East
United Arab Emirates,2017,1007.6, Middle East
United Arab Emirates,2018,1044, Middle East
Canada,1980,1892.98, North America
Canada,1981,1759.2, North America
Canada,1982,1489.55, North America
Canada,1983,1418.75, North America
Canada,1984,1416.67, North America
Canada,1985,1376.75, North America
Canada,1986,1349.84, North America
Canada,1987,1402.91, North America
Canada,1988,1479.21, North America
Canada,1989,1511.22, North America
Canada,1990,1548.45, North America
Canada,1991,1452.36, North America
Canada,1992,1405.22, North America
Canada,1993,1492.29, North America
Canada,1994,1533.35, North America
Canada,1995,1518.24, North America
Canada,1996,1590.2, North America
Canada,1997,1647.04, North America
Canada,1998,1656.74, North America
Canada,1999,1665.41, North America
Canada,2000,1722.82, North America
Canada,2001,1771.81, North America
Canada,2002,1806.74, North America
Canada,2003,1835.28, North America
Canada,2004,1913.49, North America
Canada,2005,1845.9, North America
Canada,2006,1788.44, North America
Canada,2007,1849.5, North America
Canada,2008,1781.11, North America
Canada,2009,1731.15, North America
Canada,2010,1769.84, North America
Canada,2011,1680.93, North America
Canada,2012,1752.79, North America
Canada,2013,1768.68, North America
Canada,2014,1558.74, North America
Canada,2015,1639.52, North America
Canada,2016,1594.86, North America
Canada,2017,1755.87, North America
Canada,2018,1655.72, North America
Mexico,1980,1017.19, North America
Mexico,1981,1136.45, North America
Mexico,1982,1124.3, North America
Mexico,1983,1086.69, North America
Mexico,1984,1181.51, North America
Mexico,1985,1206.12, North America
Mexico,1986,1175.19, North America
Mexico,1987,1215.78, North America
Mexico,1988,1201.84, North America
Mexico,1989,1246.84, North America
Mexico,1990,1321.31, North America
Mexico,1991,1290.4, North America
Mexico,1992,1319.77, North America
Mexico,1993,1357.01, North America
Mexico,1994,1281.88, North America
Mexico,1995,1282.8, North America
Mexico,1996,1242.51, North America
Mexico,1997,1282.99, North America
Mexico,1998,1228.02, North America
Mexico,1999,1227.38, North America
Mexico,2000,1251.89, North America
Mexico,2001,1245.4, North America
Mexico,2002,1285.86, North America
Mexico,2003,1303.37, North America
Mexico,2004,1284.4, North America
Mexico,2005,1284.2, North America
Mexico,2006,1269.79, North America
Mexico,2007,1261.05, North America
Mexico,2008,1294.93, North America
Mexico,2009,1184.12, North America
Mexico,2010,1184.12, North America
Mexico,2011,1166.43, North America
Mexico,2012,1199.26, North America
Mexico,2013,1223.49, North America
Mexico,2014,1154.93, North America
Mexico,2015,1064.42, North America
Mexico,2016,933.06, North America
Mexico,2017,766.98, North America
Mexico,2018,609.34, North America
US,1980,13481, North America
US,1981,12470, North America
US,1982,11774, North America
US,1983,11685, North America
US,1984,12044, North America
US,1985,12002, North America
US,1986,12716, North America
US,1987,12854, North America
US,1988,13246, North America
US,1989,13401, North America
US,1990,13409, North America
US,1991,13301, North America
US,1992,13411, North America
US,1993,13613, North America
US,1994,13866, North America
US,1995,13973, North America
US,1996,14195, North America
US,1997,14662, North America
US,1998,14889, North America
US,1999,14804, North America
US,2000,15067, North America
US,2001,15128, North America
US,2002,14947, North America
US,2003,15304, North America
US,2004,15475, North America
US,2005,15220.09, North America
US,2006,15242, North America
US,2007,15156, North America
US,2008,14648, North America
US,2009,14336, North America
US,2010,14724, North America
US,2011,14798.75, North America
US,2012,14997.17, North America
US,2013,15305.5, North America
US,2014,15843.58, North America
US,2015,16183.42, North America
US,2016,16185.42, North America
US,2017,16581, North America
US,2018,16961.67, North America
Argentina,1980,481.18, S. & Cent. America
Argentina,1981,483.42, S. & Cent. America
Argentina,1982,466.13, S. & Cent. America
Argentina,1983,447.75, S. & Cent. America
Argentina,1984,433.49, S. & Cent. America
Argentina,1985,420.36, S. & Cent. America
Argentina,1986,397.31, S. & Cent. America
Argentina,1987,389.78, S. & Cent. America
Argentina,1988,398.24, S. & Cent. America
Argentina,1989,413.15, S. & Cent. America
Argentina,1990,424.22, S. & Cent. America
Argentina,1991,424.36, S. & Cent. America
Argentina,1992,454.1, S. & Cent. America
Argentina,1993,455.42, S. & Cent. America
Argentina,1994,479.34, S. & Cent. America
Argentina,1995,457.01, S. & Cent. America
Argentina,1996,479.89, S. & Cent. America
Argentina,1997,515.63, S. & Cent. America
Argentina,1998,544.63, S. & Cent. America
Argentina,1999,552.56, S. & Cent. America
Argentina,2000,521.73, S. & Cent. America
Argentina,2001,523.4, S. & Cent. America
Argentina,2002,502.2, S. & Cent. America
Argentina,2003,524.57, S. & Cent. America
Argentina,2004,539.48, S. & Cent. America
Argentina,2005,538.08, S. & Cent. America
Argentina,2006,567.58, S. & Cent. America
Argentina,2007,600.4, S. & Cent. America
Argentina,2008,577.73, S. & Cent. America
Argentina,2009,531.66, S. & Cent. America
Argentina,2010,530.96, S. & Cent. America
Argentina,2011,515.89, S. & Cent. America
Argentina,2012,529.68, S. & Cent. America
Argentina,2013,527.11, S. & Cent. America
Argentina,2014,526.49, S. & Cent. America
Argentina,2015,535.67, S. & Cent. America
Argentina,2016,510.55, S. & Cent. America
Argentina,2017,499.56, S. & Cent. America
Argentina,2018,470.2, S. & Cent. America
Brazil,1980,1085.46, S. & Cent. America
Brazil,1981,1049.09, S. & Cent. America
Brazil,1982,1037.87, S. & Cent. America
Brazil,1983,1011.78, S. & Cent. America
Brazil,1984,1075.3, S. & Cent. America
Brazil,1985,1084.81, S. & Cent. America
Brazil,1986,1154.41, S. & Cent. America
Brazil,1987,1181.83, S. & Cent. America
Brazil,1988,1187.64, S. & Cent. America
Brazil,1989,1192.12, S. & Cent. America
Brazil,1990,1173.49, S. & Cent. America
Brazil,1991,1139.04, S. & Cent. America
Brazil,1992,1177.59, S. & Cent. America
Brazil,1993,1192.82, S. & Cent. America
Brazil,1994,1258.58, S. & Cent. America
Brazil,1995,1226.08, S. & Cent. America
Brazil,1996,1312.89, S. & Cent. America
Brazil,1997,1409.43, S. & Cent. America
Brazil,1998,1518.14, S. & Cent. America
Brazil,1999,1581.07, S. & Cent. America
Brazil,2000,1588.56, S. & Cent. America
Brazil,2001,1645.41, S. & Cent. America
Brazil,2002,1612.35, S. & Cent. America
Brazil,2003,1602.85, S. & Cent. America
Brazil,2004,1698.73, S. & Cent. America
Brazil,2005,1703.02, S. & Cent. America
Brazil,2006,1707.88, S. & Cent. America
Brazil,2007,1741.47, S. & Cent. America
Brazil,2008,1760.31, S. & Cent. America
Brazil,2009,1781.5, S. & Cent. America
Brazil,2010,1787.21, S. & Cent. America
Brazil,2011,1813.1, S. & Cent. America
Brazil,2012,1889.35, S. & Cent. America
Brazil,2013,2035.43, S. & Cent. America
Brazil,2014,2085.25, S. & Cent. America
Brazil,2015,1971.86, S. & Cent. America
Brazil,2016,1812.48, S. & Cent. America
Brazil,2017,1741.14, S. & Cent. America
Brazil,2018,1732.74, S. & Cent. America
Chile,1980,96.33, S. & Cent. America
Chile,1981,93.24, S. & Cent. America
Chile,1982,67.26, S. & Cent. America
Chile,1983,73.46, S. & Cent. America
Chile,1984,73.96, S. & Cent. America
Chile,1985,74.18, S. & Cent. America
Chile,1986,81.33, S. & Cent. America
Chile,1987,85.35, S. & Cent. America
Chile,1988,96.05, S. & Cent. America
Chile,1989,114.67, S. & Cent. America
Chile,1990,122.3, S. & Cent. America
Chile,1991,125.11, S. & Cent. America
Chile,1992,129.68, S. & Cent. America
Chile,1993,138.09, S. & Cent. America
Chile,1994,149.61, S. & Cent. America
Chile,1995,158.83, S. & Cent. America
Chile,1996,167.79, S. & Cent. America
Chile,1997,175.78, S. & Cent. America
Chile,1998,193.33, S. & Cent. America
Chile,1999,195.16, S. & Cent. America
Chile,2000,194.51, S. & Cent. America
Chile,2001,197.61, S. & Cent. America
Chile,2002,193.93, S. & Cent. America
Chile,2003,207.31, S. & Cent. America
Chile,2004,206.86, S. & Cent. America
Chile,2005,209.24, S. & Cent. America
Chile,2006,217.13, S. & Cent. America
Chile,2007,200.84, S. & Cent. America
Chile,2008,203.94, S. & Cent. America
Chile,2009,191.66, S. & Cent. America
Chile,2010,158.99, S. & Cent. America
Chile,2011,172.75, S. & Cent. America
Chile,2012,163.76, S. & Cent. America
Chile,2013,174.37, S. & Cent. America
Chile,2014,174.05, S. & Cent. America
Chile,2015,165.12, S. & Cent. America
Chile,2016,163.4, S. & Cent. America
Chile,2017,172.31, S. & Cent. America
Chile,2018,171.93, S. & Cent. America
Colombia,1980,153.26, S. & Cent. America
Colombia,1981,165.89, S. & Cent. America
Colombia,1982,163.3, S. & Cent. America
Colombia,1983,185.45, S. & Cent. America
Colombia,1984,188.02, S. & Cent. America
Colombia,1985,186.07, S. & Cent. America
Colombia,1986,201.99, S. & Cent. America
Colombia,1987,225.47, S. & Cent. America
Colombia,1988,220.18, S. & Cent. America
Colombia,1989,242.72, S. & Cent. America
Colombia,1990,231.92, S. & Cent. America
Colombia,1991,244.64, S. & Cent. America
Colombia,1992,226.78, S. & Cent. America
Colombia,1993,241.45, S. & Cent. America
Colombia,1994,242.14, S. & Cent. America
Colombia,1995,256.06, S. & Cent. America
Colombia,1996,280.02, S. & Cent. America
Colombia,1997,277.9, S. & Cent. America
Colombia,1998,280.45, S. & Cent. America
Colombia,1999,284.09, S. & Cent. America
Colombia,2000,290.85, S. & Cent. America
Colombia,2001,302.86, S. & Cent. America
Colombia,2002,289.2, S. & Cent. America
Colombia,2003,302.63, S. & Cent. America
Colombia,2004,308.07, S. & Cent. America
Colombia,2005,299.21, S. & Cent. America
Colombia,2006,314.87, S. & Cent. America
Colombia,2007,313.12, S. & Cent. America
Colombia,2008,312.75, S. & Cent. America
Colombia,2009,301.82, S. & Cent. America
Colombia,2010,299.65, S. & Cent. America
Colombia,2011,305.99, S. & Cent. America
Colombia,2012,304.63, S. & Cent. America
Colombia,2013,283.73, S. & Cent. America
Colombia,2014,246.65, S. & Cent. America
Colombia,2015,243.98, S. & Cent. America
Colombia,2016,339.07, S. & Cent. America
Colombia,2017,355.46, S. & Cent. America
Colombia,2018,382.46, S. & Cent. America
Curacao,1980,, S. & Cent. America
Curacao,1981,, S. & Cent. America
Curacao,1982,, S. & Cent. America
Curacao,1983,, S. & Cent. America
Curacao,1984,, S. & Cent. America
Curacao,1985,, S. & Cent. America
Curacao,1986,166.68, S. & Cent. America
Curacao,1987,194.8, S. & Cent. America
Curacao,1988,200.27, S. & Cent. America
Curacao,1989,200.82, S. & Cent. America
Curacao,1990,210.86, S. & Cent. America
Curacao,1991,206.3, S. & Cent. America
Curacao,1992,240.33, S. & Cent. America
Curacao,1993,250.93, S. & Cent. America
Curacao,1994,251.27, S. & Cent. America
Curacao,1995,252.03, S. & Cent. America
Curacao,1996,252.24, S. & Cent. America
Curacao,1997,236.53, S. & Cent. America
Curacao,1998,249.82, S. & Cent. America
Curacao,1999,219.16, S. & Cent. America
Curacao,2000,222.16, S. & Cent. America
Curacao,2001,243.16, S. & Cent. America
Curacao,2002,196.85, S. & Cent. America
Curacao,2003,186.22, S. & Cent. America
Curacao,2004,203.88, S. & Cent. America
Curacao,2005,215, S. & Cent. America
Curacao,2006,205, S. & Cent. America
Curacao,2007,209, S. & Cent. America
Curacao,2008,197, S. & Cent. America
Curacao,2009,183, S. & Cent. America
Curacao,2010,64, S. & Cent. America
Curacao,2011,164, S. & Cent. America
Curacao,2012,165, S. & Cent. America
Curacao,2013,170, S. & Cent. America
Curacao,2014,189, S. & Cent. America
Curacao,2015,178, S. & Cent. America
Curacao,2016,156, S. & Cent. America
Curacao,2017,84, S. & Cent. America
Curacao,2018,28.52, S. & Cent. America
Ecuador,1980,93.34, S. & Cent. America
Ecuador,1981,89.41, S. & Cent. America
Ecuador,1982,93.4, S. & Cent. America
Ecuador,1983,75.5, S. & Cent. America
Ecuador,1984,88.97, S. & Cent. America
Ecuador,1985,86.24, S. & Cent. America
Ecuador,1986,95.92, S. & Cent. America
Ecuador,1987,85.89, S. & Cent. America
Ecuador,1988,116.89, S. & Cent. America
Ecuador,1989,106.37, S. & Cent. America
Ecuador,1990,120.7, S. & Cent. America
Ecuador,1991,124.92, S. & Cent. America
Ecuador,1992,124.83, S. & Cent. America
Ecuador,1993,124.25, S. & Cent. America
Ecuador,1994,132.56, S. & Cent. America
Ecuador,1995,130.92, S. & Cent. America
Ecuador,1996,155.25, S. & Cent. America
Ecuador,1997,131.36, S. & Cent. America
Ecuador,1998,143.33, S. & Cent. America
Ecuador,1999,132.46, S. & Cent. America
Ecuador,2000,160.78, S. & Cent. America
Ecuador,2001,157.54, S. & Cent. America
Ecuador,2002,152.86, S. & Cent. America
Ecuador,2003,142.34, S. & Cent. America
Ecuador,2004,156.83, S. & Cent. America
Ecuador,2005,150.71, S. & Cent. America
Ecuador,2006,151.62, S. & Cent. America
Ecuador,2007,150.34, S. & Cent. America
Ecuador,2008,155.48, S. & Cent. America
Ecuador,2009,155.7, S. & Cent. America
Ecuador,2010,136.56, S. & Cent. America
Ecuador,2011,156.05, S. & Cent. America
Ecuador,2012,152.06, S. & Cent. America
Ecuador,2013,140.68, S. & Cent. America
Ecuador,2014,125.24, S. & Cent. America
Ecuador,2015,120.67, S. & Cent. America
Ecuador,2016,150.17, S. & Cent. America
Ecuador,2017,156.04, S. & Cent. America
Ecuador,2018,159.25, S. & Cent. America
Netherlands Antilles,1980,564.29, S. & Cent. America
Netherlands Antilles,1981,522.14, S. & Cent. America
Netherlands Antilles,1982,471.93, S. & Cent. America
Netherlands Antilles,1983,479.96, S. & Cent. America
Netherlands Antilles,1984,400.55, S. & Cent. America
Netherlands Antilles,1985,172.71, S. & Cent. America
Netherlands Antilles,1986,, S. & Cent. America
Netherlands Antilles,1987,, S. & Cent. America
Netherlands Antilles,1988,, S. & Cent. America
Netherlands Antilles,1989,, S. & Cent. America
Netherlands Antilles,1990,, S. & Cent. America
Netherlands Antilles,1991,, S. & Cent. America
Netherlands Antilles,1992,, S. & Cent. America
Netherlands Antilles,1993,, S. & Cent. America
Netherlands Antilles,1994,, S. & Cent. America
Netherlands Antilles,1995,, S. & Cent. America
Netherlands Antilles,1996,, S. & Cent. America
Netherlands Antilles,1997,, S. & Cent. America
Netherlands Antilles,1998,, S. & Cent. America
Netherlands Antilles,1999,, S. & Cent. America
Netherlands Antilles,2000,, S. & Cent. America
Netherlands Antilles,2001,, S. & Cent. America
Netherlands Antilles,2002,, S. & Cent. America
Netherlands Antilles,2003,, S. & Cent. America
Netherlands Antilles,2004,, S. & Cent. America
Netherlands Antilles,2005,, S. & Cent. America
Netherlands Antilles,2006,, S. & Cent. America
Netherlands Antilles,2007,, S. & Cent. America
Netherlands Antilles,2008,, S. & Cent. America
Netherlands Antilles,2009,, S. & Cent. America
Netherlands Antilles,2010,, S. & Cent. America
Netherlands Antilles,2011,, S. & Cent. America
Netherlands Antilles,2012,, S. & Cent. America
Netherlands Antilles,2013,, S. & Cent. America
Netherlands Antilles,2014,, S. & Cent. America
Netherlands Antilles,2015,, S. & Cent. America
Netherlands Antilles,2016,, S. & Cent. America
Netherlands Antilles,2017,, S. & Cent. America
Netherlands Antilles,2018,, S. & Cent. America
Other S. & Cent. America,1980,1301.55, S. & Cent. America
Other S. & Cent. America,1981,1111.48, S. & Cent. America
Other S. & Cent. America,1982,1024.94, S. & Cent. America
Other S. & Cent. America,1983,939.01, S. & Cent. America
Other S. & Cent. America,1984,943.77, S. & Cent. America
Other S. & Cent. America,1985,761.33, S. & Cent. America
Other S. & Cent. America,1986,698.23, S. & Cent. America
Other S. & Cent. America,1987,811.81, S. & Cent. America
Other S. & Cent. America,1988,714.78, S. & Cent. America
Other S. & Cent. America,1989,817.96, S. & Cent. America
Other S. & Cent. America,1990,857.53, S. & Cent. America
Other S. & Cent. America,1991,855.47, S. & Cent. America
Other S. & Cent. America,1992,827.89, S. & Cent. America
Other S. & Cent. America,1993,827.96, S. & Cent. America
Other S. & Cent. America,1994,888.58, S. & Cent. America
Other S. & Cent. America,1995,854.09, S. & Cent. America
Other S. & Cent. America,1996,935.95, S. & Cent. America
Other S. & Cent. America,1997,900.99, S. & Cent. America
Other S. & Cent. America,1998,884.67, S. & Cent. America
Other S. & Cent. America,1999,925.31, S. & Cent. America
Other S. & Cent. America,2000,1019.14, S. & Cent. America
Other S. & Cent. America,2001,905.45, S. & Cent. America
Other S. & Cent. America,2002,820.45, S. & Cent. America
Other S. & Cent. America,2003,928.26, S. & Cent. America
Other S. & Cent. America,2004,1021.74, S. & Cent. America
Other S. & Cent. America,2005,999.69, S. & Cent. America
Other S. & Cent. America,2006,949.83, S. & Cent. America
Other S. & Cent. America,2007,966.31, S. & Cent. America
Other S. & Cent. America,2008,961.06, S. & Cent. America
Other S. & Cent. America,2009,800.88, S. & Cent. America
Other S. & Cent. America,2010,702, S. & Cent. America
Other S. & Cent. America,2011,710.86, S. & Cent. America
Other S. & Cent. America,2012,329.49, S. & Cent. America
Other S. & Cent. America,2013,293.44, S. & Cent. America
Other S. & Cent. America,2014,281.55, S. & Cent. America
Other S. & Cent. America,2015,278.73, S. & Cent. America
Other S. & Cent. America,2016,273.78, S. & Cent. America
Other S. & Cent. America,2017,235.49, S. & Cent. America
Other S. & Cent. America,2018,254.36, S. & Cent. America
Peru,1980,145.34, S. & Cent. America
Peru,1981,153.31, S. & Cent. America
Peru,1982,155.9, S. & Cent. America
Peru,1983,152.18, S. & Cent. America
Peru,1984,173.36, S. & Cent. America
Peru,1985,174.25, S. & Cent. America
Peru,1986,171.96, S. & Cent. America
Peru,1987,171.96, S. & Cent. America
Peru,1988,163.8, S. & Cent. America
Peru,1989,149.69, S. & Cent. America
Peru,1990,146.58, S. & Cent. America
Peru,1991,149.79, S. & Cent. America
Peru,1992,152.27, S. & Cent. America
Peru,1993,153.81, S. & Cent. America
Peru,1994,151.7, S. & Cent. America
Peru,1995,146.84, S. & Cent. America
Peru,1996,147.18, S. & Cent. America
Peru,1997,163.31, S. & Cent. America
Peru,1998,169.27, S. & Cent. America
Peru,1999,142.86, S. & Cent. America
Peru,2000,141.93, S. & Cent. America
Peru,2001,160.63, S. & Cent. America
Peru,2002,148.71, S. & Cent. America
Peru,2003,142.76, S. & Cent. America
Peru,2004,149.49, S. & Cent. America
Peru,2005,177.49, S. & Cent. America
Peru,2006,169.64, S. & Cent. America
Peru,2007,176.48, S. & Cent. America
Peru,2008,173.92, S. & Cent. America
Peru,2009,198.6, S. & Cent. America
Peru,2010,200.77, S. & Cent. America
Peru,2011,192.88, S. & Cent. America
Peru,2012,190.42, S. & Cent. America
Peru,2013,186.04, S. & Cent. America
Peru,2014,187.68, S. & Cent. America
Peru,2015,187.97, S. & Cent. America
Peru,2016,194.01, S. & Cent. America
Peru,2017,213.19, S. & Cent. America
Peru,2018,208.89, S. & Cent. America
Trinidad & Tobago,1980,231.24, S. & Cent. America
Trinidad & Tobago,1981,173.73, S. & Cent. America
Trinidad & Tobago,1982,162.97, S. & Cent. America
Trinidad & Tobago,1983,81.01, S. & Cent. America
Trinidad & Tobago,1984,79.41, S. & Cent. America
Trinidad & Tobago,1985,83.86, S. & Cent. America
Trinidad & Tobago,1986,84.79, S. & Cent. America
Trinidad & Tobago,1987,88.8, S. & Cent. America
Trinidad & Tobago,1988,88.28, S. & Cent. America
Trinidad & Tobago,1989,80.05, S. & Cent. America
Trinidad & Tobago,1990,95.27, S. & Cent. America
Trinidad & Tobago,1991,110.87, S. & Cent. America
Trinidad & Tobago,1992,118.9, S. & Cent. America
Trinidad & Tobago,1993,109.85, S. & Cent. America
Trinidad & Tobago,1994,108.68, S. & Cent. America
Trinidad & Tobago,1995,105.03, S. & Cent. America
Trinidad & Tobago,1996,113.61, S. & Cent. America
Trinidad & Tobago,1997,102.54, S. & Cent. America
Trinidad & Tobago,1998,143.95, S. & Cent. America
Trinidad & Tobago,1999,154.43, S. & Cent. America
Trinidad & Tobago,2000,161.09, S. & Cent. America
Trinidad & Tobago,2001,153.36, S. & Cent. America
Trinidad & Tobago,2002,150.49, S. & Cent. America
Trinidad & Tobago,2003,148.18, S. & Cent. America
Trinidad & Tobago,2004,130.7, S. & Cent. America
Trinidad & Tobago,2005,164.62, S. & Cent. America
Trinidad & Tobago,2006,152.33, S. & Cent. America
Trinidad & Tobago,2007,153.79, S. & Cent. America
Trinidad & Tobago,2008,149.94, S. & Cent. America
Trinidad & Tobago,2009,151.82, S. & Cent. America
Trinidad & Tobago,2010,126.48, S. & Cent. America
Trinidad & Tobago,2011,137.25, S. & Cent. America
Trinidad & Tobago,2012,106.72, S. & Cent. America
Trinidad & Tobago,2013,131.99, S. & Cent. America
Trinidad & Tobago,2014,104.69, S. & Cent. America
Trinidad & Tobago,2015,125.39, S. & Cent. America
Trinidad & Tobago,2016,148.24, S. & Cent. America
Trinidad & Tobago,2017,130.74, S. & Cent. America
Trinidad & Tobago,2018,98.72, S. & Cent. America
Venezuela,1980,925.29, S. & Cent. America
Venezuela,1981,860.68, S. & Cent. America
Venezuela,1982,872.66, S. & Cent. America
Venezuela,1983,898.03, S. & Cent. America
Venezuela,1984,900.36, S. & Cent. America
Venezuela,1985,942.36, S. & Cent. America
Venezuela,1986,931.09, S. & Cent. America
Venezuela,1987,924.51, S. & Cent. America
Venezuela,1988,1050.71, S. & Cent. America
Venezuela,1989,1017.81, S. & Cent. America
Venezuela,1990,1069.82, S. & Cent. America
Venezuela,1991,1126.61, S. & Cent. America
Venezuela,1992,1101.3, S. & Cent. America
Venezuela,1993,949.9, S. & Cent. America
Venezuela,1994,937.7, S. & Cent. America
Venezuela,1995,1005, S. & Cent. America
Venezuela,1996,1018.9, S. & Cent. America
Venezuela,1997,1054.04, S. & Cent. America
Venezuela,1998,1056.1, S. & Cent. America
Venezuela,1999,1048.64, S. & Cent. America
Venezuela,2000,1079.41, S. & Cent. America
Venezuela,2001,1060.03, S. & Cent. America
Venezuela,2002,931.07, S. & Cent. America
Venezuela,2003,856.12, S. & Cent. America
Venezuela,2004,1012.35, S. & Cent. America
Venezuela,2005,1013.31, S. & Cent. America
Venezuela,2006,1022.07, S. & Cent. America
Venezuela,2007,1004, S. & Cent. America
Venezuela,2008,1010, S. & Cent. America
Venezuela,2009,961, S. & Cent. America
Venezuela,2010,969, S. & Cent. America
Venezuela,2011,991, S. & Cent. America
Venezuela,2012,936, S. & Cent. America
Venezuela,2013,952, S. & Cent. America
Venezuela,2014,920, S. & Cent. America
Venezuela,2015,863, S. & Cent. America
Venezuela,2016,654, S. & Cent. America
Venezuela,2017,544, S. & Cent. America
Venezuela,2018,306.25, S. & Cent. America
