country,year,electricity_generation,region
Iraq,2003,26.61, Middle East
Iraq,2004,30.7, Middle East
Iraq,2005,28.34, Middle East
Iraq,2006,30.59, Middle East
Iraq,2007,32.35, Middle East
Iraq,2008,35.31, Middle East
Iraq,2009,41.29, Middle East
Iraq,2010,41.7, Middle East
Iraq,2011,42.22, Middle East
Iraq,2012,47.77, Middle East
Iraq,2013,62.11, Middle East
Iraq,2014,71.17, Middle East
Iraq,2015,75.33, Middle East
Iraq,2016,86.32, Middle East
Iraq,2017,93.26, Middle East
Iraq,2018,103.34, Middle East
Israel,1985,15.43, Middle East
Israel,1986,16.03, Middle East
Israel,1987,17.68, Middle East
Israel,1988,19.35, Middle East
Israel,1989,20.45, Middle East
Israel,1990,20.9, Middle East
Israel,1991,21.51, Middle East
Israel,1992,24.69, Middle East
Israel,1993,26, Middle East
Israel,1994,28.32, Middle East
Israel,1995,30.44, Middle East
Israel,1996,32.57, Middle East
Israel,1997,35.11, Middle East
Israel,1998,37.98, Middle East
Israel,1999,39.23, Middle East
Israel,2000,42.96, Middle East
Israel,2001,43.84, Middle East
Israel,2002,45.43, Middle East
Israel,2003,47.05, Middle East
Israel,2004,48.47, Middle East
Israel,2005,49.83, Middle East
Israel,2006,51.81, Middle East
Israel,2007,55.11, Middle East
Israel,2008,55.83, Middle East
Israel,2009,55.31, Middle East
Israel,2010,58.49, Middle East
Israel,2011,59.28, Middle East
Israel,2012,62.97, Middle East
Israel,2013,61.37, Middle East
Israel,2014,61.29, Middle East
Israel,2015,64.27, Middle East
Israel,2016,67.26, Middle East
Israel,2017,67.67, Middle East
Israel,2018,69.64, Middle East
Kuwait,1985,15.42, Middle East
Kuwait,1986,16.93, Middle East
Kuwait,1987,18.09, Middle East
Kuwait,1988,19.6, Middle East
Kuwait,1989,21.09, Middle East
Kuwait,1990,18.48, Middle East
Kuwait,1991,10.78, Middle East
Kuwait,1992,16.89, Middle East
Kuwait,1993,20.18, Middle East
Kuwait,1994,22.8, Middle East
Kuwait,1995,23.72, Middle East
Kuwait,1996,25.48, Middle East
Kuwait,1997,26.72, Middle East
Kuwait,1998,29.98, Middle East
Kuwait,1999,31.58, Middle East
Kuwait,2000,32.32, Middle East
Kuwait,2001,34.3, Middle East
Kuwait,2002,36.36, Middle East
Kuwait,2003,39.8, Middle East
Kuwait,2004,41.26, Middle East
Kuwait,2005,43.73, Middle East
Kuwait,2006,47.61, Middle East
Kuwait,2007,48.75, Middle East
Kuwait,2008,51.75, Middle East
Kuwait,2009,53.22, Middle East
Kuwait,2010,57.08, Middle East
Kuwait,2011,57.46, Middle East
Kuwait,2012,62.66, Middle East
Kuwait,2013,60.98, Middle East
Kuwait,2014,65.14, Middle East
Kuwait,2015,68.29, Middle East
Kuwait,2016,70.16, Middle East
Kuwait,2017,72.89, Middle East
Kuwait,2018,74.24, Middle East
Oman,1985,2.89, Middle East
Oman,1986,3.62, Middle East
Oman,1987,3.88, Middle East
Oman,1988,4.41, Middle East
Oman,1989,4.71, Middle East
Oman,1990,4.5, Middle East
Oman,1991,4.62, Middle East
Oman,1992,5.11, Middle East
Oman,1993,5.83, Middle East
Oman,1994,6.2, Middle East
Oman,1995,6.5, Middle East
Oman,1996,6.8, Middle East
Oman,1997,7.32, Middle East
Oman,1998,8.2, Middle East
Oman,1999,8.41, Middle East
Oman,2000,9.11, Middle East
Oman,2001,9.74, Middle East
Oman,2002,10.33, Middle East
Oman,2003,10.71, Middle East
Oman,2004,11.5, Middle East
Oman,2005,12.65, Middle East
Oman,2006,13.59, Middle East
Oman,2007,14.44, Middle East
Oman,2008,16.05, Middle East
Oman,2009,18.45, Middle East
Oman,2010,19.82, Middle East
Oman,2011,21.87, Middle East
Oman,2012,25.02, Middle East
Oman,2013,26.24, Middle East
Oman,2014,29.14, Middle East
Oman,2015,32.76, Middle East
Oman,2016,34.23, Middle East
Oman,2017,36.13, Middle East
Oman,2018,37.29, Middle East
Other Middle East,1985,18.13, Middle East
Other Middle East,1986,19.53, Middle East
Other Middle East,1987,20.7, Middle East
Other Middle East,1988,21.73, Middle East
Other Middle East,1989,21.53, Middle East
Other Middle East,1990,21.95, Middle East
Other Middle East,1991,24.25, Middle East
Other Middle East,1992,26.87, Middle East
Other Middle East,1993,28.54, Middle East
Other Middle East,1994,32.22, Middle East
Other Middle East,1995,34.62, Middle East
Other Middle East,1996,38.88, Middle East
Other Middle East,1997,42.23, Middle East
Other Middle East,1998,46.78, Middle East
Other Middle East,1999,49.12, Middle East
Other Middle East,2000,51.98, Middle East
Other Middle East,2001,54.77, Middle East
Other Middle East,2002,59.99, Middle East
Other Middle East,2003,62.33, Middle East
Other Middle East,2004,66.49, Middle East
Other Middle East,2005,70.18, Middle East
Other Middle East,2006,75.47, Middle East
Other Middle East,2007,80.87, Middle East
Other Middle East,2008,87.08, Middle East
Other Middle East,2009,90.66, Middle East
Other Middle East,2010,98.75, Middle East
Other Middle East,2011,93.36, Middle East
Other Middle East,2012,88.31, Middle East
Other Middle East,2013,83.69, Middle East
Other Middle East,2014,81.83, Middle East
Other Middle East,2015,79.29, Middle East
Other Middle East,2016,79.22, Middle East
Other Middle East,2017,83.68, Middle East
Other Middle East,2018,84.86, Middle East
Qatar,1985,3.96, Middle East
Qatar,1986,4.32, Middle East
Qatar,1987,4.39, Middle East
Qatar,1988,4.61, Middle East
Qatar,1989,4.65, Middle East
Qatar,1990,4.84, Middle East
Qatar,1991,4.67, Middle East
Qatar,1992,5.18, Middle East
Qatar,1993,5.56, Middle East
Qatar,1994,5.85, Middle East
Qatar,1995,6.01, Middle East
Qatar,1996,6.62, Middle East
Qatar,1997,6.91, Middle East
Qatar,1998,8.17, Middle East
Qatar,1999,8.94, Middle East
Qatar,2000,9.13, Middle East
Qatar,2001,9.95, Middle East
Qatar,2002,10.94, Middle East
Qatar,2003,12.01, Middle East
Qatar,2004,13.23, Middle East
Qatar,2005,14.4, Middle East
Qatar,2006,15.32, Middle East
Qatar,2007,19.46, Middle East
Qatar,2008,21.62, Middle East
Qatar,2009,24.16, Middle East
Qatar,2010,28.14, Middle East
Qatar,2011,30.73, Middle East
Qatar,2012,34.79, Middle East
Qatar,2013,34.67, Middle East
Qatar,2014,38.69, Middle East
Qatar,2015,41.5, Middle East
Qatar,2016,42.31, Middle East
Qatar,2017,43.84, Middle East
Qatar,2018,39.47, Middle East
Saudi Arabia,1985,51.65, Middle East
Saudi Arabia,1986,55.68, Middle East
Saudi Arabia,1987,65, Middle East
Saudi Arabia,1988,70.09, Middle East
Saudi Arabia,1989,75.73, Middle East
Saudi Arabia,1990,79.88, Middle East
Saudi Arabia,1991,85, Middle East
Saudi Arabia,1992,93.47, Middle East
Saudi Arabia,1993,102.67, Middle East
Saudi Arabia,1994,106.05, Middle East
Saudi Arabia,1995,109.93, Middle East
Saudi Arabia,1996,112.17, Middle East
Saudi Arabia,1997,119.1, Middle East
Saudi Arabia,1998,126.17, Middle East
Saudi Arabia,1999,131, Middle East
Saudi Arabia,2000,138.68, Middle East
Saudi Arabia,2001,146.09, Middle East
Saudi Arabia,2002,154.91, Middle East
Saudi Arabia,2003,166.59, Middle East
Saudi Arabia,2004,173.4, Middle East
Saudi Arabia,2005,191.05, Middle East
Saudi Arabia,2006,196.31, Middle East
Saudi Arabia,2007,204.43, Middle East
Saudi Arabia,2008,216.4, Middle East
Saudi Arabia,2009,229.18, Middle East
Saudi Arabia,2010,251.39, Middle East
Saudi Arabia,2011,262.24, Middle East
Saudi Arabia,2012,284.71, Middle East
Saudi Arabia,2013,299.31, Middle East
Saudi Arabia,2014,333.72, Middle East
Saudi Arabia,2015,359.69, Middle East
Saudi Arabia,2016,370.43, Middle East
Saudi Arabia,2017,382.09, Middle East
Saudi Arabia,2018,383.78, Middle East
United Arab Emirates,1985,12, Middle East
United Arab Emirates,1986,12.81, Middle East
United Arab Emirates,1987,13.66, Middle East
United Arab Emirates,1988,14.84, Middle East
United Arab Emirates,1989,15.61, Middle East
United Arab Emirates,1990,17.08, Middle East
United Arab Emirates,1991,17.35, Middle East
United Arab Emirates,1992,18.69, Middle East
United Arab Emirates,1993,21.73, Middle East
United Arab Emirates,1994,23.74, Middle East
United Arab Emirates,1995,24.98, Middle East
United Arab Emirates,1996,26.57, Middle East
United Arab Emirates,1997,28.46, Middle East
United Arab Emirates,1998,33.39, Middle East
United Arab Emirates,1999,37.13, Middle East
United Arab Emirates,2000,39.94, Middle East
United Arab Emirates,2001,43.17, Middle East
United Arab Emirates,2002,46.59, Middle East
United Arab Emirates,2003,49.54, Middle East
United Arab Emirates,2004,52.42, Middle East
United Arab Emirates,2005,60.7, Middle East
United Arab Emirates,2006,66.77, Middle East
United Arab Emirates,2007,78.76, Middle East
United Arab Emirates,2008,80.46, Middle East
United Arab Emirates,2009,85.7, Middle East
United Arab Emirates,2010,93.95, Middle East
United Arab Emirates,2011,99.14, Middle East
United Arab Emirates,2012,106.22, Middle East
United Arab Emirates,2013,109.98, Middle East
United Arab Emirates,2014,116.53, Middle East
United Arab Emirates,2015,127.37, Middle East
United Arab Emirates,2016,129.6, Middle East
United Arab Emirates,2017,134.55, Middle East
United Arab Emirates,2018,136.93, Middle East
Canada,1985,459.02, North America
Canada,1986,468.58, North America
Canada,1987,496.4, North America
Canada,1988,506.02, North America
Canada,1989,498.09, North America
Canada,1990,480.59, North America
Canada,1991,506.99, North America
Canada,1992,518.63, North America
Canada,1993,530.23, North America
Canada,1994,553.05, North America
Canada,1995,557.87, North America
Canada,1996,571.62, North America
Canada,1997,572.34, North America
Canada,1998,561.99, North America
Canada,1999,577.77, North America
Canada,2000,603.82, North America
Canada,2001,587.75, North America
Canada,2002,599.79, North America
Canada,2003,588.27, North America
Canada,2004,598.51, North America
Canada,2005,624.24, North America
Canada,2006,612.02, North America
Canada,2007,637.08, North America
Canada,2008,638.43, North America
Canada,2009,614.04, North America
Canada,2010,606.92, North America
Canada,2011,638.28, North America
Canada,2012,636.55, North America
Canada,2013,662.5, North America
Canada,2014,660.46, North America
Canada,2015,663.68, North America
Canada,2016,663.85, North America
Canada,2017,662.73, North America
Canada,2018,654.35, North America
Mexico,1985,96.21, North America
Mexico,1986,99.59, North America
Mexico,1987,106.17, North America
Mexico,1988,112.23, North America
Mexico,1989,120.05, North America
Mexico,1990,117.59, North America
Mexico,1991,128.57, North America
Mexico,1992,132.28, North America
Mexico,1993,134.64, North America
Mexico,1994,146.13, North America
Mexico,1995,150.36, North America
Mexico,1996,156.59, North America
Mexico,1997,166.75, North America
Mexico,1998,181.06, North America
Mexico,1999,189.98, North America
Mexico,2000,203.63, North America
Mexico,2001,210.21, North America
Mexico,2002,215.72, North America
Mexico,2003,224.9, North America
Mexico,2004,235.4, North America
Mexico,2005,247.97, North America
Mexico,2006,256.22, North America
Mexico,2007,263.25, North America
Mexico,2008,269.3, North America
Mexico,2009,267.75, North America
Mexico,2010,275.57, North America
Mexico,2011,292.14, North America
Mexico,2012,296.4, North America
Mexico,2013,297.12, North America
Mexico,2014,303.32, North America
Mexico,2015,310.35, North America
Mexico,2016,320.34, North America
Mexico,2017,329.09, North America
Mexico,2018,332.14, North America
US,1985,2657.15, North America
US,1986,2676.11, North America
US,1987,2772.21, North America
US,1988,2914.45, North America
US,1989,3155.45, North America
US,1990,3232.78, North America
US,1991,3270.72, North America
US,1992,3284.39, North America
US,1993,3404.68, North America
US,1994,3458.53, North America
US,1995,3567.33, North America
US,1996,3663.39, North America
US,1997,3716.38, North America
US,1998,3855.81, North America
US,1999,3936.1, North America
US,2000,4052.25, North America
US,2001,3984.47, North America
US,2002,4111.78, North America
US,2003,4137.98, North America
US,2004,4231.68, North America
US,2005,4322.79, North America
US,2006,4330.95, North America
US,2007,4431.84, North America
US,2008,4390.11, North America
US,2009,4206.49, North America
US,2010,4394.25, North America
US,2011,4363.38, North America
US,2012,4310.57, North America
US,2013,4330.29, North America
US,2014,4363.33, North America
US,2015,4348.67, North America
US,2016,4347.91, North America
US,2017,4302.54, North America
US,2018,4460.77, North America
Argentina,1985,45.3, S. & Cent. America
Argentina,1986,49.02, S. & Cent. America
Argentina,1987,52.12, S. & Cent. America
Argentina,1988,52.5, S. & Cent. America
Argentina,1989,50.86, S. & Cent. America
Argentina,1990,51, S. & Cent. America
Argentina,1991,53.85, S. & Cent. America
Argentina,1992,56.11, S. & Cent. America
Argentina,1993,61.87, S. & Cent. America
Argentina,1994,65.62, S. & Cent. America
Argentina,1995,67.17, S. & Cent. America
Argentina,1996,69.76, S. & Cent. America
Argentina,1997,72.46, S. & Cent. America
Argentina,1998,74.17, S. & Cent. America
Argentina,1999,80.74, S. & Cent. America
Argentina,2000,88.98, S. & Cent. America
Argentina,2001,90.14, S. & Cent. America
Argentina,2002,84.59, S. & Cent. America
Argentina,2003,92.06, S. & Cent. America
Argentina,2004,100.26, S. & Cent. America
Argentina,2005,105.75, S. & Cent. America
Argentina,2006,113.42, S. & Cent. America
Argentina,2007,113.53, S. & Cent. America
Argentina,2008,121.91, S. & Cent. America
Argentina,2009,122.33, S. & Cent. America
Argentina,2010,125.99, S. & Cent. America
Argentina,2011,129.48, S. & Cent. America
Argentina,2012,136.03, S. & Cent. America
Argentina,2013,139.44, S. & Cent. America
Argentina,2014,138.55, S. & Cent. America
Argentina,2015,145.42, S. & Cent. America
Argentina,2016,147.19, S. & Cent. America
Argentina,2017,145.62, S. & Cent. America
Argentina,2018,146.61, S. & Cent. America
Brazil,1985,193.68, S. & Cent. America
Brazil,1986,202.13, S. & Cent. America
Brazil,1987,203.33, S. & Cent. America
Brazil,1988,214.95, S. & Cent. America
Brazil,1989,221.74, S. & Cent. America
Brazil,1990,222.82, S. & Cent. America
Brazil,1991,234.38, S. & Cent. America
Brazil,1992,241.76, S. & Cent. America
Brazil,1993,252, S. & Cent. America
Brazil,1994,260.04, S. & Cent. America
Brazil,1995,275.6, S. & Cent. America
Brazil,1996,291.28, S. & Cent. America
Brazil,1997,307.98, S. & Cent. America
Brazil,1998,321.75, S. & Cent. America
Brazil,1999,334.73, S. & Cent. America
Brazil,2000,348.92, S. & Cent. America
Brazil,2001,328.52, S. & Cent. America
Brazil,2002,345.68, S. & Cent. America
Brazil,2003,364.34, S. & Cent. America
Brazil,2004,387.45, S. & Cent. America
Brazil,2005,403.03, S. & Cent. America
Brazil,2006,419.38, S. & Cent. America
Brazil,2007,445.15, S. & Cent. America
Brazil,2008,462.89, S. & Cent. America
Brazil,2009,466.16, S. & Cent. America
Brazil,2010,515.8, S. & Cent. America
Brazil,2011,531.76, S. & Cent. America
Brazil,2012,552.5, S. & Cent. America
Brazil,2013,570.83, S. & Cent. America
Brazil,2014,590.54, S. & Cent. America
Brazil,2015,581.23, S. & Cent. America
Brazil,2016,578.9, S. & Cent. America
Brazil,2017,587.96, S. & Cent. America
Brazil,2018,588.05, S. & Cent. America
Central America,1985,11.16, S. & Cent. America
Central America,1986,11.58, S. & Cent. America
Central America,1987,12.65, S. & Cent. America
Central America,1988,12.99, S. & Cent. America
Central America,1989,13.89, S. & Cent. America
Central America,1990,14.49, S. & Cent. America
Central America,1991,15.27, S. & Cent. America
Central America,1992,17.28, S. & Cent. America
Central America,1993,18.23, S. & Cent. America
Central America,1994,18.77, S. & Cent. America
Central America,1995,19.82, S. & Cent. America
Central America,1996,20.11, S. & Cent. America
Central America,1997,21.1, S. & Cent. America
Central America,1998,23.22, S. & Cent. America
Central America,1999,24.75, S. & Cent. America
Central America,2000,26.62, S. & Cent. America
Central America,2001,28.5, S. & Cent. America
Central America,2002,30.12, S. & Cent. America
Central America,2003,32.15, S. & Cent. America
Central America,2004,33.97, S. & Cent. America
Central America,2005,35.83, S. & Cent. America
Central America,2006,37.95, S. & Cent. America
Central America,2007,39.97, S. & Cent. America
Central America,2008,40.89, S. & Cent. America
Central America,2009,41.59, S. & Cent. America
Central America,2010,42.98, S. & Cent. America
Central America,2011,44.37, S. & Cent. America
Central America,2012,46.12, S. & Cent. America
Central America,2013,47.59, S. & Cent. America
Central America,2014,48.91, S. & Cent. America
Central America,2015,51.7, S. & Cent. America
Central America,2016,53.38, S. & Cent. America
Central America,2017,53.66, S. & Cent. America
Central America,2018,56.65, S. & Cent. America
Chile,1985,14.04, S. & Cent. America
Chile,1986,14.82, S. & Cent. America
Chile,1987,15.64, S. & Cent. America
Chile,1988,16.91, S. & Cent. America
Chile,1989,17.81, S. & Cent. America
Chile,1990,18.4, S. & Cent. America
Chile,1991,19.96, S. & Cent. America
Chile,1992,22.35, S. & Cent. America
Chile,1993,24.01, S. & Cent. America
Chile,1994,25.28, S. & Cent. America
Chile,1995,28.03, S. & Cent. America
Chile,1996,30.79, S. & Cent. America
Chile,1997,33.29, S. & Cent. America
Chile,1998,35.49, S. & Cent. America
Chile,1999,38.38, S. & Cent. America
Chile,2000,41.27, S. & Cent. America
Chile,2001,43.92, S. & Cent. America
Chile,2002,45.49, S. & Cent. America
Chile,2003,48.79, S. & Cent. America
Chile,2004,49.74, S. & Cent. America
Chile,2005,51.9, S. & Cent. America
Chile,2006,54.8, S. & Cent. America
Chile,2007,58.31, S. & Cent. America
Chile,2008,59.71, S. & Cent. America
Chile,2009,59.7, S. & Cent. America
Chile,2010,61.33, S. & Cent. America
Chile,2011,65.22, S. & Cent. America
Chile,2012,69.74, S. & Cent. America
Chile,2013,72.97, S. & Cent. America
Chile,2014,71.62, S. & Cent. America
Chile,2015,74.54, S. & Cent. America
Chile,2016,77.75, S. & Cent. America
Chile,2017,78.61, S. & Cent. America
Chile,2018,80.2, S. & Cent. America
Colombia,1985,29.37, S. & Cent. America
Colombia,1986,31.65, S. & Cent. America
Colombia,1987,33.68, S. & Cent. America
Colombia,1988,35.47, S. & Cent. America
Colombia,1989,37.02, S. & Cent. America
Colombia,1990,38.25, S. & Cent. America
Colombia,1991,40.12, S. & Cent. America
Colombia,1992,36.61, S. & Cent. America
Colombia,1993,41.69, S. & Cent. America
Colombia,1994,45.02, S. & Cent. America
Colombia,1995,47.48, S. & Cent. America
Colombia,1996,48.37, S. & Cent. America
Colombia,1997,49.91, S. & Cent. America
Colombia,1998,50.28, S. & Cent. America
Colombia,1999,47.77, S. & Cent. America
Colombia,2000,46.78, S. & Cent. America
Colombia,2001,48.21, S. & Cent. America
Colombia,2002,50.28, S. & Cent. America
Colombia,2003,52.11, S. & Cent. America
Colombia,2004,53.84, S. & Cent. America
Colombia,2005,55.9, S. & Cent. America
Colombia,2006,59.07, S. & Cent. America
Colombia,2007,60.52, S. & Cent. America
Colombia,2008,61.37, S. & Cent. America
Colombia,2009,63.18, S. & Cent. America
Colombia,2010,64.66, S. & Cent. America
Colombia,2011,66.15, S. & Cent. America
Colombia,2012,67.71, S. & Cent. America
Colombia,2013,69.82, S. & Cent. America
Colombia,2014,72.75, S. & Cent. America
Colombia,2015,75.02, S. & Cent. America
Colombia,2016,74.45, S. & Cent. America
Colombia,2017,75.09, S. & Cent. America
Colombia,2018,77.36, S. & Cent. America
Ecuador,1985,4.56, S. & Cent. America
Ecuador,1986,5.01, S. & Cent. America
Ecuador,1987,5.38, S. & Cent. America
Ecuador,1988,5.64, S. & Cent. America
Ecuador,1989,5.77, S. & Cent. America
Ecuador,1990,6.35, S. & Cent. America
Ecuador,1991,6.97, S. & Cent. America
Ecuador,1992,7.2, S. & Cent. America
Ecuador,1993,7.41, S. & Cent. America
Ecuador,1994,8.14, S. & Cent. America
Ecuador,1995,8.43, S. & Cent. America
Ecuador,1996,9.68, S. & Cent. America
Ecuador,1997,10.36, S. & Cent. America
Ecuador,1998,10.89, S. & Cent. America
Ecuador,1999,10.31, S. & Cent. America
Ecuador,2000,10.61, S. & Cent. America
Ecuador,2001,11.05, S. & Cent. America
Ecuador,2002,11.89, S. & Cent. America
Ecuador,2003,11.55, S. & Cent. America
Ecuador,2004,12.58, S. & Cent. America
Ecuador,2005,13.4, S. & Cent. America
Ecuador,2006,15.12, S. & Cent. America
Ecuador,2007,17.34, S. & Cent. America
Ecuador,2008,18.61, S. & Cent. America
Ecuador,2009,18.26, S. & Cent. America
Ecuador,2010,19.51, S. & Cent. America
Ecuador,2011,20.54, S. & Cent. America
Ecuador,2012,22.85, S. & Cent. America
Ecuador,2013,23.26, S. & Cent. America
Ecuador,2014,24.31, S. & Cent. America
Ecuador,2015,25.95, S. & Cent. America
Ecuador,2016,27.31, S. & Cent. America
Ecuador,2017,28.03, S. & Cent. America
Ecuador,2018,29.38, S. & Cent. America
Other Caribbean,1985,35.44, S. & Cent. America
Other Caribbean,1986,37.57, S. & Cent. America
Other Caribbean,1987,39.7, S. & Cent. America
Other Caribbean,1988,40.54, S. & Cent. America
Other Caribbean,1989,41.05, S. & Cent. America
Other Caribbean,1990,42.44, S. & Cent. America
Other Caribbean,1991,41.26, S. & Cent. America
Other Caribbean,1992,44.08, S. & Cent. America
Other Caribbean,1993,44.35, S. & Cent. America
Other Caribbean,1994,47.55, S. & Cent. America
Other Caribbean,1995,50.11, S. & Cent. America
Other Caribbean,1996,52.94, S. & Cent. America
Other Caribbean,1997,56.21, S. & Cent. America
Other Caribbean,1998,60.44, S. & Cent. America
Other Caribbean,1999,64.01, S. & Cent. America
Other Caribbean,2000,66.4, S. & Cent. America
Other Caribbean,2001,67.13, S. & Cent. America
Other Caribbean,2002,70.25, S. & Cent. America
Other Caribbean,2003,72.18, S. & Cent. America
Other Caribbean,2004,70.12, S. & Cent. America
Other Caribbean,2005,72.84, S. & Cent. America
Other Caribbean,2006,74.91, S. & Cent. America
Other Caribbean,2007,75.22, S. & Cent. America
Other Caribbean,2008,72.11, S. & Cent. America
Other Caribbean,2009,71.67, S. & Cent. America
Other Caribbean,2010,72.84, S. & Cent. America
Other Caribbean,2011,73.23, S. & Cent. America
Other Caribbean,2012,75.14, S. & Cent. America
Other Caribbean,2013,75.83, S. & Cent. America
Other Caribbean,2014,75.22, S. & Cent. America
Other Caribbean,2015,77.02, S. & Cent. America
Other Caribbean,2016,78.41, S. & Cent. America
Other Caribbean,2017,74.59, S. & Cent. America
Other Caribbean,2018,75.71, S. & Cent. America
Other South America,1985,11.82, S. & Cent. America
Other South America,1986,20.83, S. & Cent. America
Other South America,1987,26.98, S. & Cent. America
Other South America,1988,29.14, S. & Cent. America
Other South America,1989,33.37, S. & Cent. America
Other South America,1990,37.11, S. & Cent. America
Other South America,1991,39.72, S. & Cent. America
Other South America,1992,39.74, S. & Cent. America
Other South America,1993,43.39, S. & Cent. America
Other South America,1994,48.55, S. & Cent. America
Other South America,1995,54.04, S. & Cent. America
Other South America,1996,57.39, S. & Cent. America
Other South America,1997,64.25, S. & Cent. America
Other South America,1998,66.96, S. & Cent. America
Other South America,1999,65.84, S. & Cent. America
Other South America,2000,67.51, S. & Cent. America
Other South America,2001,61.33, S. & Cent. America
Other South America,2002,64.92, S. & Cent. America
Other South America,2003,67.52, S. & Cent. America
Other South America,2004,65.29, S. & Cent. America
Other South America,2005,66.65, S. & Cent. America
Other South America,2006,67.56, S. & Cent. America
Other South America,2007,71.86, S. & Cent. America
Other South America,2008,73.68, S. & Cent. America
Other South America,2009,73.43, S. & Cent. America
Other South America,2010,75.23, S. & Cent. America
Other South America,2011,78.85, S. & Cent. America
Other South America,2012,82.31, S. & Cent. America
Other South America,2013,84.12, S. & Cent. America
Other South America,2014,80.84, S. & Cent. America
Other South America,2015,82.67, S. & Cent. America
Other South America,2016,91.16, S. & Cent. America
Other South America,2017,87.9, S. & Cent. America
Other South America,2018,87.73, S. & Cent. America
Peru,1985,12.11, S. & Cent. America
Peru,1986,12.95, S. & Cent. America
Peru,1987,14.01, S. & Cent. America
Peru,1988,13.55, S. & Cent. America
Peru,1989,13.73, S. & Cent. America
Peru,1990,13.81, S. & Cent. America
Peru,1991,14.48, S. & Cent. America
Peru,1992,13.12, S. & Cent. America
Peru,1993,14.81, S. & Cent. America
Peru,1994,15.87, S. & Cent. America
Peru,1995,16.88, S. & Cent. America
Peru,1996,17.28, S. & Cent. America
Peru,1997,17.95, S. & Cent. America
Peru,1998,18.58, S. & Cent. America
Peru,1999,19.05, S. & Cent. America
Peru,2000,19.92, S. & Cent. America
Peru,2001,20.79, S. & Cent. America
Peru,2002,21.98, S. & Cent. America
Peru,2003,22.92, S. & Cent. America
Peru,2004,24.27, S. & Cent. America
Peru,2005,25.51, S. & Cent. America
Peru,2006,27.37, S. & Cent. America
Peru,2007,29.94, S. & Cent. America
Peru,2008,32.46, S. & Cent. America
Peru,2009,32.94, S. & Cent. America
Peru,2010,35.91, S. & Cent. America
Peru,2011,38.81, S. & Cent. America
Peru,2012,41.04, S. & Cent. America
Peru,2013,43.33, S. & Cent. America
Peru,2014,45.55, S. & Cent. America
Peru,2015,48.27, S. & Cent. America
Peru,2016,51.66, S. & Cent. America
Peru,2017,52.7, S. & Cent. America
Peru,2018,54, S. & Cent. America
Trinidad & Tobago,1985,3.02, S. & Cent. America
Trinidad & Tobago,1986,3.29, S. & Cent. America
Trinidad & Tobago,1987,3.48, S. & Cent. America
Trinidad & Tobago,1988,3.48, S. & Cent. America
Trinidad & Tobago,1989,3.43, S. & Cent. America
Trinidad & Tobago,1990,3.58, S. & Cent. America
Trinidad & Tobago,1991,3.72, S. & Cent. America
Trinidad & Tobago,1992,3.98, S. & Cent. America
Trinidad & Tobago,1993,3.82, S. & Cent. America
Trinidad & Tobago,1994,4.07, S. & Cent. America
Trinidad & Tobago,1995,4.31, S. & Cent. America
Trinidad & Tobago,1996,4.54, S. & Cent. America
Trinidad & Tobago,1997,4.99, S. & Cent. America
Trinidad & Tobago,1998,5.17, S. & Cent. America
Trinidad & Tobago,1999,5.25, S. & Cent. America
Trinidad & Tobago,2000,5.46, S. & Cent. America
Trinidad & Tobago,2001,5.64, S. & Cent. America
Trinidad & Tobago,2002,5.64, S. & Cent. America
Trinidad & Tobago,2003,6.44, S. & Cent. America
Trinidad & Tobago,2004,6.43, S. & Cent. America
Trinidad & Tobago,2005,7.06, S. & Cent. America
Trinidad & Tobago,2006,7.19, S. & Cent. America
Trinidad & Tobago,2007,7.68, S. & Cent. America
Trinidad & Tobago,2008,7.73, S. & Cent. America
Trinidad & Tobago,2009,7.85, S. & Cent. America
Trinidad & Tobago,2010,8.49, S. & Cent. America
Trinidad & Tobago,2011,8.78, S. & Cent. America
Trinidad & Tobago,2012,9.14, S. & Cent. America
Trinidad & Tobago,2013,9.51, S. & Cent. America
Trinidad & Tobago,2014,9.9, S. & Cent. America
Trinidad & Tobago,2015,10.3, S. & Cent. America
Trinidad & Tobago,2016,10.72, S. & Cent. America
Trinidad & Tobago,2017,10.2, S. & Cent. America
Trinidad & Tobago,2018,10.33, S. & Cent. America
Venezuela,1985,47.29, S. & Cent. America
Venezuela,1986,50.11, S. & Cent. America
Venezuela,1987,54.13, S. & Cent. America
Venezuela,1988,58.24, S. & Cent. America
Venezuela,1989,57.62, S. & Cent. America
Venezuela,1990,59.32, S. & Cent. America
Venezuela,1991,63.34, S. & Cent. America
Venezuela,1992,67.44, S. & Cent. America
Venezuela,1993,69.38, S. & Cent. America
Venezuela,1994,71.22, S. & Cent. America
Venezuela,1995,73.45, S. & Cent. America
Venezuela,1996,75.59, S. & Cent. America
Venezuela,1997,78.07, S. & Cent. America
Venezuela,1998,80.9, S. & Cent. America
Venezuela,1999,80.58, S. & Cent. America
Venezuela,2000,85.21, S. & Cent. America
Venezuela,2001,90.12, S. & Cent. America
Venezuela,2002,89.39, S. & Cent. America
Venezuela,2003,90.06, S. & Cent. America
Venezuela,2004,96.87, S. & Cent. America
Venezuela,2005,104.36, S. & Cent. America
Venezuela,2006,110.64, S. & Cent. America
Venezuela,2007,113.7, S. & Cent. America
Venezuela,2008,119.32, S. & Cent. America
Venezuela,2009,124.84, S. & Cent. America
Venezuela,2010,116.72, S. & Cent. America
