"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"84","Septembre 2012","Amin Zaoui","Le Dernier Juif de Tamentit"," Littérature - Roman - 11 x 20 - 144p..Un couple d’amants se parle et se dévoile. Barkahoum et Ibrahim dansent la danse de la séduction, sensuelle et érotique, mais aussi — d’abord ? — celle du récit : l’art de raconter des histoires. Chacun en alternance relate sa propre histoire, entre péripéties réelles et inventées. De nombreux personnages, véridiques ou fictifs (Abdel Karim Al Maghili, Ephraïm Al n’Kaoua, Thamira La Mangeuse d’hommes, Daoud l’homosexuel, etc. traversent la grande Histoire à des époques différentes, arpentant l’Andalousie œcuménique, la ville de Tlemcen ou la région du Touat. Les repères se brouillent, les histoires s’emboîtent et se confondent, le lecteur se perd dans leurs méandres ne sachant plus démêler le vrai du faux. Amin Zaoui poursuit ici sa célébration de l’imaginaire, des sens et de la liberté."
"85","Septembre 2012","Habib Ayyoub","Le Remonteur d’horloge"," Littérature - Roman - 11 x 19 - 120p..La bourgade de Sidi Ben Tayeb est en émoi. À quatre jours d’une visite officielle, l’horloge de la mairie s’est détraquée ! S’ensuivent quantités de situations cocasses mettant en scène Monsieur le maire et son rival le Secrétaire général, Si Kadour, Monsieur Georges, le boulanger, etc. Témoins de cette agitation, les Sidibentayébains à l’humeur versatile. Dans ce court texte satirique, Habib Ayyoub, toujours aussi féroce, se moque de la démagogie et de la langue de bois, de la servitude des peuples ainsi que des viles passions humaines.Le lecteur rit beaucoup mais la surenchère dans le burlesque finit par susciter quelque malaise : l’horloge du village n’est-elle pas le symbole d’un Temps qui se serait arrêté ?Ce récit est sans doute l’un des plus grinçants et des plus pessimistes de l’auteur."
"86","Septembre 2012","Maissa Bey","Au commencement était la mer"," Littérature - Roman - 11 x 20 - 156p..À dix-huit ans, Nadia — l’héroïne —, aime la beauté, l’amour la vie, la mer... Nadia, cette jeune algéroise, belle et frémissante devant les promesses de la vie et qui s’achemine, lucide et déterminée, vers son sacrifice avec un implacable courage.  Paru initialement en 1996, ce premier roman de Maïssa Bey met en scène de manière saisissante un amour interdit sur fond de peur et de violence, pendant « cette guerre qui ne dit pas son nom » dans l’Algérie des années 90. On trouve déjà dans ce texte l’univers et la puissance d’écriture de l’écrivaine. Un roman bouleversant à (re)découvrir de toute urgence."
"87","Septembre 2012","Abdelwahab Benmansour","Les voies de l’errance"," Littérature - Roman - 11 x 20 - 180p..Un mystérieux vœu condamne le Cheikh Haqami. son fils, qui ne l’a jamais connu, tente obstinément d’en percer le secret, porté par les propos de sa grand-mère et les conseils du cheikh Djebala. Souvenirs, rencontres et visions l’aideront dans sa quête. L’errance et les expériences mystiques qui l’attendent derrière chacune des portes de la ville le rapprocheront un peu plus de la révélation…Poétique et spirituel, le roman d’Abdelwahab Benmansour entraîne le lecteur dans un voyage fascinant. Tour à tour perplexe et transporté, il se laisse mener lentement, dériver – jusqu’à l’égarement..."
"88","Juin 2012","Amara Lakhous ","Divorce à la musulmane à Viale Marconi"," Littérature - Roman - 11.5 x 20.5 - 228p..« Il me faut un peu de temps pour me mettre dans la peau du personnage. Déjà, je dois m’habituer à cette saloperie de moustache. J’ai l’étrange sensation d’être dans le corps de quelqu’un d’autre, d’être un intrus dans ma propre peau. En réalité, à Rome, je suis vraiment un étranger, c’est une ville que je ne connais pas bien. (...) Je connais la ville comme un touriste, ni plus ni moins. ».A. L..Christian Mazzari est un jeune Sicilien sans histoire, féru de langue et de civilisation arabes. Sa vie bascule le jour où, mandaté par les services secrets de son pays, il doit infiltrer la communauté musulmane de Rome pour démasquer un réseau terroriste. Rebaptisé Issa pour les besoins de sa mission, il découvre le quotidien sordide des immigrés, leur humanité, leurs rêves, leur précarité..Mêlant plusieurs genres, structuré sur les monologues alternés de Christian-Issa, et Safia-Sofia (venue d’Égypte et rêvant d’être coiffeuse ce roman revendique clairement sa filiation avec la grinçante comédie à l’italienne. Le lecteur est pris dans ce jeu de rôles — et de dupes — où, avec malice, l’auteur s’emploie à démonter les clichés et à brouiller les frontières des identités. Au passage, il n’épargne personne, se moque de tous, de Teresa la logeuse sans scrupules, à Akram le propriétaire du taxiphone Little Cairo, en passant par les services secrets européens grotesquement paranoïaques. .Amara Lakhous,  toujours aussi habile, continue d’explorer les questions du rapport à l’Autre et à la différence."
"89","Juin 2012","Dalila Dalléas Bouzar","Algérie, année 0 ou quand commence la mémoire"," Beau Livre - 20 x 22.5 - 80p..La série de dessins qui est montrée dans ce livre est une manière de prendre conscience de mon histoire propre, de notre histoire. Ce qui m’a poussée à rechercher des images dans les archives de la guerre d’indépendance Algérienne et de la « décennie noire », c’est mon sentiment, très intime, qu’il y avait une absence d’images sur ces deux moments. Il me semble que ces deux périodes sont fondatrices de l’Algérie contemporaine. Elles sont surtout contemporaines de mon histoire personnelle, que je fais commencer par l’expérience de mon père qui avait vingt ans pendant la guerre de Libération..Et pour donner vie à ce livre, nous avons demandé à plusieurs auteurs de partager leur réflexion sur les thèmes abordés dans mes dessins : Anissa Bouayed, Frédéric Dalléas, Cloé Korman, Kamel Daoud, Hassan Remaoun et Bonaventure soh Bejeng ndikung..Dalila Dalléas Bouzar"
"90","Juin 2012","Rachid Boudjedra","Cinq fragments du désert"," Littérature - Roman - 11.5 x 19 - 96p..«<U+2008>La nuit, il n’y a pas de désert. Tout est très noir. L’espace vite happé. Vite restitué. Le sable infiltré partout. Les plis des vêtements. Les narines. La gorge. La poitrine.<U+2008>» R. B.Cet ouvrage est une ode au désert, immensité à la beauté insolite, lyrique et métaphysique, qui toujours a nourri l’imaginaire humain.La traduction du français vers l’arabe est l’œuvre de Hakim Miloud, traducteur du recueil de poésie de Mohammed Dib, L’Aube Ismaël (Barzakh, 2001)."
"91","Juin 2012","Salim Bachi","La Kahéna"," Littérature - Roman - 11.5 x 20.5 - 288p..Avant la guerre d’Algérie, La Kahéna avait appartenu à la famille Bergagna. Le patriarche, Louis, un Maltais débarqué en 1900 à Cyrtha, avait acquis la plupart des terres autour de la ville, et s’était lancé dans le tabac et le vin, disait-on alors. À l’origine, les champs appartenaient à une tribu. Les Beni Djer surgissaient des confins, des sables et des lunes, qu’ils chantaient dans leurs poèmes, racontent les vieillards intarissables sur les origines et les légendes de Cyrtha..S. B.. . . .La Kahéna, énigmatique demeure construite dans la ville de Cyrtha, est le véritable personnage de ce roman magnifique..Débarqué en 1900 en Algérie, Louis Bergagna entreprend la conquête d’un pays colonisé depuis soixante-dix ans. Quête absurde. Quête éperdue de richesse et de gloire qui le conduira en Guyane puis en Amazonie brésilienne, avant de le ramener à Cyrtha où il bâtira La Kahéna..Pendant plus d’un demi-siècle, se croiseront dans cette maison plusieurs générations, dévoilant peu à peu l’histoire de l’Algérie, de sa colonisation à son indépendance, jusqu’aux sanglantes émeutes d’octobre 1988. .Salim Bachi signe là un texte ambitieux et foisonnant au lyrisme quasi hypnotique."
"92","Mars 2012",NA,"Le choix de l’Algérie"," Essai - 16 x 23 - 504p..«<U+2008>C’est volontairement que nous avons choisi de raconter la chronique de nos deux vies, si différentes dans leurs origines, puis totalement confondues après notre mariage, même si les événements traversés n’ont pas été vécus et ressentis de la même façon par chacun d’entre nous. (…) Au moment où nous entamons la dernière étape de notre vie, nous livrons ce récit à l’état brut, laissant aux historiens professionnels le soin d’établir les recoupements, de compléter et d’enrichir les analyses des événements auxquels nous avons été mêlés.<U+2008>» Pierre & Claudine Chaulet.«<U+2008>En contemplant ces deux vies fondées en une, l’Algérie se retrouve elle-même, se reconnaît comme dans un miroir en ce qu’elle a de meilleur. Peut-on être plus Algérien que ce couple de souche française dont la rectitude, le courage et le sang-froid restent indissociables de l’une des plus prodigieuses résurrections nationales du xxie siècle<U+2008>?<U+2008>».Rédha Malek. .Issus du peuplement colonial de l’Algérie, de familles implantées dans le pays à des époques différentes, Claudine Guillot et Pierre Chaulet, ont constitué dès 1954, à Alger, un couple résultant de la rencontre de deux traditions familiales. L’une marquée par le catholicisme social et le syndicalisme, l’autre par l’attachement aux valeurs républicaines et la résistance au nazisme. Français atypiques au temps colonial, perçus parfois comme Algériens atypiques dans l’Algérie d’aujourd’hui, ils méritaient que leur parcours soit raconté.Dans ce récit autobiographique, où résonnent sans jamais se confondre leurs deux voix, Claudine et Pierre Chaulet expliquent comment et pourquoi, à partir de leurs éducations respectives, de leurs engagements personnels et des rencontres qu’ils ont faites, ils se sont voulu Algériens par choix, participant dès son début à la lutte de Libération nationale, puis aux tâches d’édification nationale après l’indépendance.Leur cheminement reflété dans ce livre-témoignage intéressera non seulement leurs contemporains, mais aussi les jeunes générations avides de connaître les histoires vécues. "
"93","Mars 2012","Lahouari Addi","Algérie, chroniques d’une expérience postcoloniale de modernisation "," Essai - 14 x 23 - 336p..Dans ce recueil de textes écrits entre 1999 et 2011,  Lahouari Addi interroge la société Algérienne contemporaine. Il évoque le rôle de l’armée dans la construction de l’État indépendant, la « culture Boussouf », l’écriture de l’histoire. Il n’hésite pas non plus à pendre part à des débats d’actualité autour, par exemple, des harraga, de la « Plate-Forme d’El<U+2008>Kseur », du livre de Said Saadi sur le colonel Amirouche. « Quels sont les idéaux de la société Algérienne aujourd’hui ? Quelle est l’éthique sur laquelle repose son État ? » Autant de questions qu’il pose avec courage.Convoquant les grandes figures de la sociologie politique, de Weber à Durkheim en passant par Geertz, il tente d’analyser le système Algérien avec rigueur et pédagogie, tout en plaidant pour une sociologie spécifique à l’Algérie. Dans cet ouvrage accessible et à l’écriture fluide, l’auteur intervient également en tant que citoyen, son espoir étant « de contribuer à raffermir la culture générale indispensable à l’esprit civique et à la formation d’un espace public où le citoyen prend conscience qu’il est un sujet de droit »."
"94","Février 2012","Maurice Attia","Alger la noire"," Littérature - Roman - 11 x 19 - 400p..« Dans le bateau Ville d’Alger, chargé de milliers de fuyards, je suis en route pour Marseille.Ma grand-mère m’accompagne pour son dernier voyage. Grâce à mon boulot, j’ai pu lui obtenir un billet en classe fret. Vivant, on navigue en cabine ou sur les ponts, mort, avec les marchandises dans la soute.“La valise ou le cercueil”, disait-on vers la fin. Je n’ai pas eu à choisir. Je quitte le pays avec une valise et un cercueil. Les formules varient selon les circonstances, une conjonction peut vous changer une phrase, un coup de feu, provoquer un massacre. » M.A.Alger, 1962 : un monde finit de se décomposer, bientôt l’Algérie sera indépendante et l’OAS mène son baroud d’honneur. Sur la plage de Padovani, à Bâb-el-Oued, les corps d’Estelle et de Mouloud sont retrouvés sans vie : une balle dans le cœur pour elle, une autre dans la nuque pour lui et trois lettres gravées sur son dos… L’inspecteur Paco Fernandez, fils d’un anarchiste espagnol, va alors mener son enquête avec acharnement.Dans ce roman à quatre voix, l’auteur nous entraîne dans une histoire familiale glauque sur fond de violence quotidienne. Qu’importe alors la mort de deux individus, quand la folie et le désespoir engendrés par la guerre  forcent des êtres résignés à tout abandonner ou tout détruire ?"
"95","Janvier 2012","Nina Bouraoui","Sauvage"," Littérature - Roman - 11 x 20 - 204p..Alger, fin des années 1970. Alya, une jeune fille – à la lisière de l’adolescence – raconte sa ville, sa famille, ses joies, ses frayeurs, l’éveil des sens. Surtout, pour ne jamais oublier son ami d’enfance, Sami, son alter ego, son amour, brutalement disparu, elle écrit chaque jour son histoire, leur histoire, réinventant le passé, fixant le présent, temps de l’attente et du rêve..Nina Bouraoui nous offre ici un roman lyrique et sensuel, où se déploie une constellation de références, celles d’une géographie intime (Hydra, Cherchell… celles d’une époque (Pink Floyd, Faïruz… dans des pages à la beauté saisissante qui sont aussi le portrait d’une ville – Alger –  à la fois lumineuse et inquiétante."
"96","Décembre 2011","Ismaël-Sélim Khaznadar","Aspects de la repentance"," Essai - 11 x 20 - 192p..Qu’est-ce que la repentance ? Qui peut la réclamer ? De qui doit-on l’exiger ? Et doit-on seulement la souhaiter ? Ne faut-il pas plutôt lui préférer un exercice de la mémoire, loin de tout calcul politicien, nourri au devoir d’histoire et de vérité, lui substituer une vigilance intraitable à l’égard des injustices d’aujourd’hui ?.Sollicités par l’universitaire Ismaël -Sélim Khaznadar, intellectuels Algériens, français, tunisiens, livrent dans ce recueil des textes érudits et stimulants, explorant avec rigueur et exigence les différentes facettes de ce concept – devenu étrangement à la mode ces dernières années..Cette réflexion sans concession s’imposait en cette année symbolique, date du cinquantenaire de l’indépendance Algérienne.. . .Sous la direction de Ismaël-Sélim Khaznadar..Avec des textes de Hélé Béji, Michèle Bompard-Porte, Françoise Dastur, Salima Ghezali, Ismaël-Sélim Khaznadar, Olivier Le Cour Grandmaison, Seloua Luste Boulbina, François Maspero, Hassan Remaoun, Emmanuel Terray."
"97","Décembre 2011","Hamdane Hadjadji","Florilège de la poèsie andalouse au féminin"," Poésie - 13 x 20 - 152p..« Hamdane Hadjadji a rassemblé dans ce livre les traces des poétesses de l’Espagne musulmane médiévale. Bien qu’ils ne soient pas nombreux, ces vers permettent d’entrevoir tout un monde culturel féminin – un monde d’amour et de satire, de tendresse et d’invective, de beauté et de tristesse. Ce livre est une très riche et très belle exploration de ce monde presque oublié. ».Dwight F. Reynolds, Professeur de littérature arabeUniversité de Santa Barbara"
"98","Aout 2011","Mohammed Dib","Au café ¦ Le Talisman"," Littérature - Nouvelles - 11 x 19 - 252p..Avec ces deux recueils de nouvelles – pour la première fois réunis en un seul volume – le lecteur retrouve l’écriture classique et limpide qui caractérise les premiers textes de Mohammed Dib. En effet, Au café est paru initialement en 1955 chez Gallimard et Le Talisman en 1966 au Seuil (avant d’être repris par Actes Sud en 1996 et 1997).La majorité des nouvelles du Talisman se déroule sur fond de guerre d’Algérie : un homme pleure sa femme arrêtée et probablement torturée ; un colon assiste, impuissant, au départ de ses ouvriers ; un homme pense à ses talismans alors que la torture et la mort l’attendent bientôt… Dans le recueil Au café, les situations sont en revanche moins ancrées dans un contexte historique : un chômeur démuni rencontre un homme sortant de prison qui lui offre un thé<U+2008>; des enfants affamés attendent le retour de leur mère ; une femme est jetée à la rue…A travers ces textes au style sec et tendu, Mohammed Dib, en témoin scrupuleux et en poète sensible, toujours en empathie avec ses personnages, rend compte de la condition humaine avec grâce et pudeur."
"99","Juillet 2011","Abderrahmane Hadj-Nacer ","La Martingale Algérienne, Réflexions sur une crise"," Essai - 14 x 23 - 200p..« J’écris, au seuil de la soixantaine et considérant ma formation et les fonctions que j’ai occupées je devrais sans doute livrer ici un livre d’économie, ne serait ce que pour dialoguer avec ces concitoyens  persuadés que c’est la corruption et non l’absence de démocratie qui empêche le décollage économique du pays. Ces réflexions personnelles vont  pourtant au-delà, cherchant à cerner les mécanismes socio-historiques qui ont conduit notre pays à s’enliser et ses enfants à vivre en permanence avec, dans la bouche,  un goût amer. Elles expriment aussi la conviction que, pour la première fois depuis le néolithique,  « Thamezgha » peut influer sur son propre destin. Cette prise de conscience, éclairée par  notre Histoire, ne peut pourtant se faire que par la transmission. La conscience de Soi est absente du débat politique en Algérie. Notre désaccumulation ne se manifeste pas uniquement dans l’ingénierie, la gestion, la gouvernance  mais aussi dans cette incapacité de nombre d’Algériens à ressentir et exprimer le respect de Soi, donc des autres. Elle nous conduit à un règne sauvage où dominent les rapports de violence. Mais qu’a-t-on fait de nos enfants ? On ne leur a rien transmis.Voilà une des raisons pour écrire, maintenant. » A.H.Après une brillante carrière dans la haute fonction publique Algérienne, Abderrahmane Hadj-Nacer revient, dans cet ouvrage, sur son parcours, son héritage familial, ses engagements. Inquiet de la situation actuelle, des blocages multiples qui persistent, il livre ici une analyse sans concession – un rien désabusée – de l’état de son pays. Cependant, refusant de céder au fatalisme, il propose quelques pistes concrètes pour sortir de l’impasse."
"100","Juin 2011","Yassine Temlali","Algérie, chroniques ciné-littéraires de deux guerres"," Essai - 14 x 23 - 240p..« Les textes qui suivent ont paru ces cinq dernières années principalement dans le magazine culturel méditerranéen Babelmed. La plupart ont pour objet de présenter des œuvres littéraires et cinématographiques contemporaines ou leurs auteurs. Les autres textes étendent le questionnement de notre époque au-delà du strict domaine artistique ou rendent hommage à de grands esprits qui ont laissé une marque indélébile sur la culture universelle. » Y.T.Ce recueil d’articles de Yassin Temlali, où défilent événements et personnages marquants de l’actualité culturelle de la décennie passée, où alternent portraits, notes de lecture et entretiens, s’offre comme un concentré de réflexion et de fines analyses.Abordant la littérature contemporaine (de Boualem Sansal à Amin Zaoui le cinéma (de Tariq Téguia à Rachid Bouchareb) ou l’écriture de l’histoire (de Mohammed Harbi à Benjamin Stora rendant hommage à des figures tutélaires (Kateb Yacine, Aimé Césaire,<U+2008>Albert Cossery assorti de références et de notes souvent érudites, ce travail critique dessine en creux le portrait d’un pays à l’identité mouvante. On y voit le sens et le désir de la création proprement Algérienne se développer sur le puissant terreau de notre histoire récente et plus lointaine."
"101","Juin 2011","Mourad Djebel","Contes des trois rives"," Littérature - Nouvelles - 11 x 19 - 160p..« Et maintenant laissons le léger voile de l’imagination s’interposer entre nous et ce qui nous entoure. Laissons-le venir s’étendre sur nos sens, comme cette nuit s’est étendue sur le monde, pour leur permettre d’errer dans les méandres et les interstices des saisons, où seule la magie des mots peut nous servir de sauf-conduit. Hissons-le comme un étendard au-dessus de notre vaisseau. Et larguons les amarres pour voguer vers l’époque lointaine où vivait Loundja de toutes les beautés. » M.D.Se réappropriant le vaste patrimoine oral et écrit du conte maghrébin et plus largement arabe, Mourad Djebel, en poète et écrivain sensible, revisite avec audace, d’un pas léger et érudit, tout un pan de notre imaginaire. Dans ces quatres contes, de Wadâa à la fameuse Loundja Bent el-Ghoula en passant par Le bûcheron ami des djnoun et Weldja au cœur d’or, on retrouve avec bonheur tous ces personnages qui ont illuminé notre enfance, et auxquels la plume de l’auteur redonne vie avec malice et sensualité."
"102","Mars 2011","Malika Rahal","Ali Boumendjel, une affaire française. Une histoire Algérienne."," Essai - 14 x 23 - 296p..Le 26 mars 1957, on apprend la mort de Maître Ali Boumendjel arrêté 43 jours plus tôt par les parachutistes français. Il se serait jeté par la fenêtre pour leur échapper. Mais très vite, on parle de faux suicide, et on s’interroge : que faisait donc ce « modéré » entre les mains des «paras » ? Pourquoi a-t-il été assassiné, comme le reconnaîtra le général Aussaresses dans ses mémoires en 2001?L’homme était un militant de l’Union démocratique du Manifeste Algérien (UDMA l’organisation de Ferhat Abbas. Au moment de son arrestation, Ali Boumendjel faisait le lien entre la direction de l’UDMA et la direction algéroise du FLN. Il conjuguait alors, comme il l’avait toujours fait, sans complexe, la culture française avec un nationalisme Algérien républicain et démocratique.Il y a plusieurs histoires dans cette histoire : celle d’un héros et d’un martyr, celle d’une affaire qui a secoué les intellectuels français. L’une et l’autre éclairent d’une lumière nouvelle les récits existants.Au mépris qu’Aussaresses affiche à l’égard de cet intellectuel, aux abracadabrantes explications qu’il donne de son arrestation, il est nécessaire d’opposer un travail d’historien. A l’histoire officielle Algérienne, qui tente d’intégrer Ali Boumendjel parmi ses martyrs en schématisant son parcours, il importe d’opposer la richesse d’une biographie familiale, la complexité d’un engagement politique nuancé et d’un idéal à la fois Algérien et républicain, partagé par nombre de nationalistes d’alors.Un travail inédit qui marque un tournant décisif dans l’approche biographique des figures – discrètes ou célèbres –, de la révolution Algérienne. Avec une rigueur exemplaire, la démonstration de l’auteure se déploie, documentée, exigeante et sensible. Une étude passionnante."
"103","Mars 2011","Rachid Boudjedra","Hôtel Saint-George"," Littérature - Roman - 11 x 20 - 216p..«Les odeurs pestilentielles des cadavres floches. Troués de balles. Avec des visages portant toujours cette expression d’étonnement (pourquoi, moi ?). Je craignais aussi les champignons, ils poussaient aussi bien sur le bois de mauvaise qualité que je travaillais, que sous la plante des pieds des cadavres, entre leurs orteils, à l’entrecuisse, à la commissure des lèvres. Il fallait donc aller vite.»R. B.Jean, ébéniste français, est appelé pendant les «événements» d’Algérie. Cette guerre qui ne dit pas son nom, il la découvrira dans toute son horreur en devenant fabricant de cercueils, ultime demeure des soldats « morts pour la France ». Pour fuir ce cauchemar, il s’épuise à la tâche, et se console en méditant sur la beauté de son artisanat ; son refuge sera parfois le bar du célèbre Hôtel Saint-George, à Alger.Après sa mort, quelques années plus tard, sa fille, Jeanne, curieuse d’en savoir plus sur ce père secret et blessé, part sur ses traces, à Alger et Constantine. Cette enquête intime fait resurgir les fantômes douloureux du passé, les paysages et les visages divers de l’Algérie. Dans ce récit polyphonique et éclaté, Rachid Boudjedra, avec son talent incomparable, continue d’explorer l’histoire tourmentée de son pays magnifique."
"104","Janvier 2011","Jérôme Ferrari","Où j’ai laissé mon âme"," Littérature - Roman - 11 x 20 - 156p..Algérie, printemps 1957. La guerre fait rage, c’est la « bataille d’Alger ». La capitaine Degorce (ancien résistant déporté à Buchenwald) retrouve le lieutenant Andreani avec lequel il a affronté l’horreur des combats en Indochine. Autour de Tahar – figure de la révolution Algérienne – et d’autres personnages – un militant communiste, une jeune moudjahida -, les deux hommes, tantôt complices tantôt ennemis, affrontent leur conscience. En effet, les prisonniers passent des mains de Degorce à celles d’Adreani, d’un tortionnaire à l’autre. Le lecteur Algérien reconnaîtra en Tahar la figure de tel héros de la guerre de libération Algérienne, en Degorce tel officier de l’armée française. Mais le propos du roman va bien au-delà de la guerre d’Algérie. Car, à travers ces différents protagonistes, Jérômes Ferrari, dans une écriture tendue - jusqu’à l’insoutenable parfois -, repose avec justesse la question du Mal"
"105","Janvier 2011","Mustapha Benfodil","Zarta"," Littérature - Roman - 11 x 19 - 176p..Zarta ! ou le récit foisonnant des aventures de Z. b, vedette de la presse Algérienne, figure à la fois maudite et adulée. Avec ce premier roman, édité en 2000,  l’auteur signait un texte satirique, irrévérencieux et jubilatoire. On y trouve déjà sa plume acérée et son humour décapant. Nihilisme, dérision, tendresse, suspense, tels sont les ingrédients de ce roman polyphonique qui porte la marque d’une génération et annonce les romans suivants."
"106","Janvier 2011","Mustapha Cherif","Un intellectuel musulman chez le pape"," Essai - 11 x 19 - 176p..« Un intellectuel musulman chez le Pape est un événement inédit. Benoît XVI m’a reçu, il m’a prêté son attention. J’ai tenu à le rencontrer dans le cadre du dialogue interreligieux. Ce que je lui ai dit est le récit de ce livre. Il s’agit de la narration d’une audience privée, en tête à tête, dans son bureau personnel. Depuis longtemps, ma préoccupation d’intellectuel musulman et de citoyen du monde attaché au droit à la différence, tenait à plusieurs questions (… [dont celle-ci : ] comment faire entendre la voix d’un Islam digne de ses plus hautes traditions, d’un islam non pas 'modéré' - qualificatif faible - mais celle d’un islam qui a toujours existé, celui de l’humanisme et de la hauteur de pensée ? »"
"107","Décembre 2010",NA,"Alger, quand la ville dort…"," Littérature - Nouvelles - 16 x 20 - 208p..Alger, quand la ville dort...Splendide Alger, triste Alger, la ville fascine autant qu’elle rebute. L’allusion au fameux film de John Huston Asphalt jungle (Quand la ville dort) n’est qu’un clin d’œil, prétexte à raconter cette ville, à essayer de la dire, de la décrire, loin des poncifs, des imaginaires éculés et des symboles désincarnés : s’y nouent des drames ordinaires, s’y jouent des scènes cocasses, l’éternelle tragi-comédie de la vie.Comment rendre compte d’une atmosphère, d’un climat , comment dire l’alger contemporain, dans sa complexité, son épaisseur ? Telle est l’ambition de ce recueil. Sept auteurs, deux photographes proposent des univers très différents, éclats de fiction, instantanés où se mêlent le sombre et l’onirique, le brutal et le loufoque.  Provincial perdu dans la capitale, gardien de parking, gosse de riche oisif, inspecteur de police, chauffeur de taxi, étudiante mélancolique, les personnages que l’on croise vivent à Alger, ils arpentent la ville,  s’y ennuient, s’y (dé)battent, s’y amusent — et la racontent..."
"108","Décembre 2010","Mohammed Dib","La Trilogie Algérie "," Littérature - Roman - 15 x 24 - 448p..Plus de cinquante ans après sa parution, voici enfin réunie pour la première fois en un seul volume et dans une édition Algérienne, la Trilogie Algérie de Mohammed Dib. Œuvre majeure de la littérature Algérienne, parue entre 1952 et 1957 à Paris, œuvre prémonitoire aussi, elle permettait, à l’orée de la guerre d’indépendance, de rendre enfin justice au peuple Algérien, le montrant dans sa vie quotidienne, son humilité et sa dignité. Mais la fresque de Mohammed Dib n’est pas seulement cela, elle est aussi universelle car, comme l’écrit Naget Khadda, elle pose « encore et toujours les grandes et éternelles questions de la condition humaine ». Cette édition de la Trilogie Algérie est, en outre, accompagnée d’une introduction de Naget Khadda, d’une postface du romancier Mourad Djebel, et de photographies inédites de l’auteur."
"109","Juin 2010","Camille Lacoste-Dujardin","La Vaillance des femmes"," Essai - 14 x 23 - 166p..Dans cet ouvrage, l’auteur montre comment les femmes, en Kabylie, ont construit avec une lucidité et une vaillance exemplaires une « science des femmes », où la résistance à la « domination masculine » s’est muée en contre-attaque : elle s’exprime dans les contes que les mères inculquent aux enfants, où l’adulte effrayant est l’ogresse teryel, expression extrême de la rébellion féminine face aux contraintes masculines que cette femme sauvage dénonce en chacun de ses actes. Mieux, ces femmes kabyles obligent les hommes à admettre la supériorité féminine par une collaboration dans maints domaines. Elles en viennent même à contester la règle patriarcale par des contre-pouvoirs, jusque sur la question de la parenté que les hommes prétendent confisquer."
"110","Mai 2010","Jean-Jacques Deluz","Le Tout et le fragment"," Architecture et Urbanisme - 23 x 27 - 450p..« Le travail que je propose ici est de constituer le recueil d’un certain nombre d’écrits que j’ai semés dans mon enseignement, dans des revues ou des colloques, afin d’en vérifier la solidité. Je ne pense pas qu’il s’agisse d’une théorie de l’urbanisme ou de l’architecture : j’ai toujours été sceptique sur le bien-fondé de toutes les théories dans ce domaine, théories qui, tout en ayant des qualités de stimulation (mais aussi de stérilisation sont à la clé de toutes les illusions et justifient tant d’erreurs, jusqu’à ce que d’autres théories les remplacent et entraînent à d’autres illusions et à d’autres erreurs. (...)Une des questions sous-jacentes à cet ouvrage sera d’évaluer sa portée en parlant de mes expériences en Algérie et de ma connaissance d’Alger, est-ce que je réduis ma réflexion à un contexte local spécifique, est-ce que le reste du monde est concerné ? Alger dans l’Algérie, l’Algérie dans le Maghreb, le Maghreb dans la sphère sous-développée ou dans la Méditerranée, et les autres mondes ».J-J D."
"111","Mai 2010","Maissa Bey","L’Une et l’autre "," Littérature - Roman - 11 x 19 - 96p..Qui est Maïssa Bey ? En guise de réponse, cet autoportrait magnifique, L’une et l’autre, qui se conclut par une évidence : femme ; Algérienne et lectrice, elle est aussi, et magistralement, écrivain. Pourquoi l’écriture ? Dans le court texte qui suit, Mes pairs, l’auteur s’interroge et convoque, avec délicatesse et pudeur, la figure du père."
"112","Avril 2010","Laurent Mauvignier","Des hommes"," Littérature - Roman - 11 x 20 - 236p..Ils ont été appelés en Algérie au moment des « événements », en 1960. Deux ans plus tard, Bernard, Rabut, Février et d’autres sont rentrés en France. Ils se sont tus, ils ont vécu leurs vies. Mais parfois il suffit de presque rien, d’une journée d’anniversaire en hiver, d’un cadeau qui tient dans la poche, pour que, quarante ans après, le passé fasse irruption dans la vie de ceux qui ont cru pouvoir le nier. Dans ce texte captivant et dur, Laurent Mauvignier met en scène la guerre, la violence, ses stigmates, la tragédie collective qu’elle représente. Un très grand roman, implacable."
"113","Avril 2010","Rachid Boudjedra","Les Figuiers de barbarie"," Littérature - Roman - 11 x 20 - 204p..Deux hommes se retrouvent côte à côte dans le vol Alger-Constantine. Rachid et Omar sont unis par les liens du sang, par l’expérience traumatisante de la guerre d’Algérie, mais aussi par le souvenir d’un été torride de leur adolescence, épisode dont jamais ils n’ont reparlé mais qui symbolise la jeunesse perdue de leur patrie. Le roman se déroule, hypnotique, sous la forme de réminiscences entêtantes. Et c’est toute l’histoire de l’Algérie déchirée, depuis la conquête française jusqu’à l’indépendance, de l’enfance dorée et sensuelle aux horreurs de la torture et du terrorisme, qui défile dans les souvenirs du narrateur. "
