country,year,gas_production_bcm,region
Argentina,2015,35.49, S. & Cent. America
Argentina,2016,37.28, S. & Cent. America
Argentina,2017,37.15, S. & Cent. America
Argentina,2018,39.43, S. & Cent. America
Bolivia,1970,0.04, S. & Cent. America
Bolivia,1971,0.04, S. & Cent. America
Bolivia,1972,1.12, S. & Cent. America
Bolivia,1973,1.72, S. & Cent. America
Bolivia,1974,1.8, S. & Cent. America
Bolivia,1975,1.78, S. & Cent. America
Bolivia,1976,1.83, S. & Cent. America
Bolivia,1977,1.93, S. & Cent. America
Bolivia,1978,1.9, S. & Cent. America
Bolivia,1979,2.08, S. & Cent. America
Bolivia,1980,2.55, S. & Cent. America
Bolivia,1981,2.72, S. & Cent. America
Bolivia,1982,2.82, S. & Cent. America
Bolivia,1983,2.71, S. & Cent. America
Bolivia,1984,2.61, S. & Cent. America
Bolivia,1985,2.58, S. & Cent. America
Bolivia,1986,2.63, S. & Cent. America
Bolivia,1987,2.75, S. & Cent. America
Bolivia,1988,2.91, S. & Cent. America
Bolivia,1989,3.07, S. & Cent. America
Bolivia,1990,3.14, S. & Cent. America
Bolivia,1991,3.12, S. & Cent. America
Bolivia,1992,2.83, S. & Cent. America
Bolivia,1993,2.82, S. & Cent. America
Bolivia,1994,3.05, S. & Cent. America
Bolivia,1995,3.04, S. & Cent. America
Bolivia,1996,3.07, S. & Cent. America
Bolivia,1997,2.59, S. & Cent. America
Bolivia,1998,2.71, S. & Cent. America
Bolivia,1999,2.18, S. & Cent. America
Bolivia,2000,3.12, S. & Cent. America
Bolivia,2001,4.55, S. & Cent. America
Bolivia,2002,5.83, S. & Cent. America
Bolivia,2003,6.7, S. & Cent. America
Bolivia,2004,9.42, S. & Cent. America
Bolivia,2005,11.62, S. & Cent. America
Bolivia,2006,12.45, S. & Cent. America
Bolivia,2007,13.33, S. & Cent. America
Bolivia,2008,13.79, S. & Cent. America
Bolivia,2009,11.88, S. & Cent. America
Bolivia,2010,13.71, S. & Cent. America
Bolivia,2011,15.03, S. & Cent. America
Bolivia,2012,17.14, S. & Cent. America
Bolivia,2013,19.58, S. & Cent. America
Bolivia,2014,20.28, S. & Cent. America
Bolivia,2015,19.56, S. & Cent. America
Bolivia,2016,17.59, S. & Cent. America
Bolivia,2017,17.09, S. & Cent. America
Bolivia,2018,15.96, S. & Cent. America
Brazil,1970,0.08, S. & Cent. America
Brazil,1971,0.13, S. & Cent. America
Brazil,1972,0.18, S. & Cent. America
Brazil,1973,0.2, S. & Cent. America
Brazil,1974,0.39, S. & Cent. America
Brazil,1975,0.42, S. & Cent. America
Brazil,1976,0.48, S. & Cent. America
Brazil,1977,0.6, S. & Cent. America
Brazil,1978,0.79, S. & Cent. America
Brazil,1979,0.87, S. & Cent. America
Brazil,1980,1.02, S. & Cent. America
Brazil,1981,0.91, S. & Cent. America
Brazil,1982,1.3, S. & Cent. America
Brazil,1983,1.76, S. & Cent. America
Brazil,1984,2.05, S. & Cent. America
Brazil,1985,2.57, S. & Cent. America
Brazil,1986,3, S. & Cent. America
Brazil,1987,3.35, S. & Cent. America
Brazil,1988,3.37, S. & Cent. America
Brazil,1989,3.45, S. & Cent. America
Brazil,1990,3.15, S. & Cent. America
Brazil,1991,3.27, S. & Cent. America
Brazil,1992,3.7, S. & Cent. America
Brazil,1993,4.34, S. & Cent. America
Brazil,1994,4.74, S. & Cent. America
Brazil,1995,5.23, S. & Cent. America
Brazil,1996,5.72, S. & Cent. America
Brazil,1997,6.22, S. & Cent. America
Brazil,1998,6.52, S. & Cent. America
Brazil,1999,7.65, S. & Cent. America
Brazil,2000,7.71, S. & Cent. America
Brazil,2001,7.87, S. & Cent. America
Brazil,2002,9.51, S. & Cent. America
Brazil,2003,10.33, S. & Cent. America
Brazil,2004,11.37, S. & Cent. America
Brazil,2005,11.24, S. & Cent. America
Brazil,2006,11.48, S. & Cent. America
Brazil,2007,11.56, S. & Cent. America
Brazil,2008,14.38, S. & Cent. America
Brazil,2009,12.28, S. & Cent. America
Brazil,2010,15.02, S. & Cent. America
Brazil,2011,17.23, S. & Cent. America
Brazil,2012,19.83, S. & Cent. America
Brazil,2013,21.95, S. & Cent. America
Brazil,2014,23.35, S. & Cent. America
Brazil,2015,23.8, S. & Cent. America
Brazil,2016,24.12, S. & Cent. America
Brazil,2017,27.18, S. & Cent. America
Brazil,2018,25.16, S. & Cent. America
Colombia,1970,1.25, S. & Cent. America
Colombia,1971,1.3, S. & Cent. America
Colombia,1972,1.59, S. & Cent. America
Colombia,1973,1.65, S. & Cent. America
Colombia,1974,1.71, S. & Cent. America
Colombia,1975,1.49, S. & Cent. America
Colombia,1976,1.51, S. & Cent. America
Colombia,1977,1.72, S. & Cent. America
Colombia,1978,2.28, S. & Cent. America
Colombia,1979,2.61, S. & Cent. America
Colombia,1980,2.78, S. & Cent. America
Colombia,1981,3.05, S. & Cent. America
Colombia,1982,3.25, S. & Cent. America
Colombia,1983,3.57, S. & Cent. America
Colombia,1984,3.63, S. & Cent. America
Colombia,1985,3.71, S. & Cent. America
Colombia,1986,3.61, S. & Cent. America
Colombia,1987,3.81, S. & Cent. America
Colombia,1988,3.67, S. & Cent. America
Colombia,1989,3.71, S. & Cent. America
Colombia,1990,3.92, S. & Cent. America
Colombia,1991,3.89, S. & Cent. America
Colombia,1992,3.98, S. & Cent. America
Colombia,1993,3.9, S. & Cent. America
Colombia,1994,4.02, S. & Cent. America
Colombia,1995,4.21, S. & Cent. America
Colombia,1996,4.55, S. & Cent. America
Colombia,1997,5.67, S. & Cent. America
Colombia,1998,6.49, S. & Cent. America
Colombia,1999,5.69, S. & Cent. America
Colombia,2000,5.74, S. & Cent. America
Colombia,2001,5.94, S. & Cent. America
Colombia,2002,6, S. & Cent. America
Colombia,2003,5.75, S. & Cent. America
Colombia,2004,6.13, S. & Cent. America
Colombia,2005,6.45, S. & Cent. America
Colombia,2006,6.76, S. & Cent. America
Colombia,2007,7.26, S. & Cent. America
Colombia,2008,8.72, S. & Cent. America
Colombia,2009,10.11, S. & Cent. America
Colombia,2010,10.84, S. & Cent. America
Colombia,2011,10.55, S. & Cent. America
Colombia,2012,11.53, S. & Cent. America
Colombia,2013,13.22, S. & Cent. America
Colombia,2014,12.33, S. & Cent. America
Colombia,2015,11.61, S. & Cent. America
Colombia,2016,12.02, S. & Cent. America
Colombia,2017,12.29, S. & Cent. America
Colombia,2018,12.86, S. & Cent. America
Other S. & Cent. America,1970,0.74, S. & Cent. America
Other S. & Cent. America,1971,0.78, S. & Cent. America
Other S. & Cent. America,1972,0.75, S. & Cent. America
Other S. & Cent. America,1973,0.58, S. & Cent. America
Other S. & Cent. America,1974,0.66, S. & Cent. America
Other S. & Cent. America,1975,0.76, S. & Cent. America
Other S. & Cent. America,1976,1.18, S. & Cent. America
Other S. & Cent. America,1977,1.27, S. & Cent. America
Other S. & Cent. America,1978,1.45, S. & Cent. America
Other S. & Cent. America,1979,0.93, S. & Cent. America
Other S. & Cent. America,1980,0.83, S. & Cent. America
Other S. & Cent. America,1981,0.84, S. & Cent. America
Other S. & Cent. America,1982,0.89, S. & Cent. America
Other S. & Cent. America,1983,0.97, S. & Cent. America
Other S. & Cent. America,1984,1.03, S. & Cent. America
Other S. & Cent. America,1985,1.07, S. & Cent. America
Other S. & Cent. America,1986,0.99, S. & Cent. America
Other S. & Cent. America,1987,0.97, S. & Cent. America
Other S. & Cent. America,1988,1.3, S. & Cent. America
Other S. & Cent. America,1989,1.85, S. & Cent. America
Other S. & Cent. America,1990,2.39, S. & Cent. America
Other S. & Cent. America,1991,2.54, S. & Cent. America
Other S. & Cent. America,1992,2.77, S. & Cent. America
Other S. & Cent. America,1993,2.29, S. & Cent. America
Other S. & Cent. America,1994,2.99, S. & Cent. America
Other S. & Cent. America,1995,2.86, S. & Cent. America
Other S. & Cent. America,1996,2.92, S. & Cent. America
Other S. & Cent. America,1997,2.79, S. & Cent. America
Other S. & Cent. America,1998,2.65, S. & Cent. America
Other S. & Cent. America,1999,3.27, S. & Cent. America
Other S. & Cent. America,2000,3.61, S. & Cent. America
Other S. & Cent. America,2001,3.79, S. & Cent. America
Other S. & Cent. America,2002,3.53, S. & Cent. America
Other S. & Cent. America,2003,3.25, S. & Cent. America
Other S. & Cent. America,2004,3.53, S. & Cent. America
Other S. & Cent. America,2005,3.79, S. & Cent. America
Other S. & Cent. America,2006,4.07, S. & Cent. America
Other S. & Cent. America,2007,3.98, S. & Cent. America
Other S. & Cent. America,2008,3.83, S. & Cent. America
Other S. & Cent. America,2009,3.8, S. & Cent. America
Other S. & Cent. America,2010,3.78, S. & Cent. America
Other S. & Cent. America,2011,3.15, S. & Cent. America
Other S. & Cent. America,2012,2.98, S. & Cent. America
Other S. & Cent. America,2013,2.73, S. & Cent. America
Other S. & Cent. America,2014,2.62, S. & Cent. America
Other S. & Cent. America,2015,2.89, S. & Cent. America
Other S. & Cent. America,2016,3.12, S. & Cent. America
Other S. & Cent. America,2017,3.09, S. & Cent. America
Other S. & Cent. America,2018,3.3, S. & Cent. America
Peru,1970,0.4, S. & Cent. America
Peru,1971,0.47, S. & Cent. America
Peru,1972,0.46, S. & Cent. America
Peru,1973,0.45, S. & Cent. America
Peru,1974,0.46, S. & Cent. America
Peru,1975,0.57, S. & Cent. America
Peru,1976,0.62, S. & Cent. America
Peru,1977,0.61, S. & Cent. America
Peru,1978,0.64, S. & Cent. America
Peru,1979,0.59, S. & Cent. America
Peru,1980,0.64, S. & Cent. America
Peru,1981,0.73, S. & Cent. America
Peru,1982,0.77, S. & Cent. America
Peru,1983,0.5, S. & Cent. America
Peru,1984,0.68, S. & Cent. America
Peru,1985,0.53, S. & Cent. America
Peru,1986,0.56, S. & Cent. America
Peru,1987,0.56, S. & Cent. America
Peru,1988,0.53, S. & Cent. America
Peru,1989,0.45, S. & Cent. America
Peru,1990,0.43, S. & Cent. America
Peru,1991,0.4, S. & Cent. America
Peru,1992,0.36, S. & Cent. America
Peru,1993,0.38, S. & Cent. America
Peru,1994,0.4, S. & Cent. America
Peru,1995,0.39, S. & Cent. America
Peru,1996,0.39, S. & Cent. America
Peru,1997,0.23, S. & Cent. America
Peru,1998,0.39, S. & Cent. America
Peru,1999,0.4, S. & Cent. America
Peru,2000,0.33, S. & Cent. America
Peru,2001,0.36, S. & Cent. America
Peru,2002,0.43, S. & Cent. America
Peru,2003,0.5, S. & Cent. America
Peru,2004,0.83, S. & Cent. America
Peru,2005,1.46, S. & Cent. America
Peru,2006,1.71, S. & Cent. America
Peru,2007,2.58, S. & Cent. America
Peru,2008,3.5, S. & Cent. America
Peru,2009,3.59, S. & Cent. America
Peru,2010,7.31, S. & Cent. America
Peru,2011,11.48, S. & Cent. America
Peru,2012,11.96, S. & Cent. America
Peru,2013,12.4, S. & Cent. America
Peru,2014,13.13, S. & Cent. America
Peru,2015,12.66, S. & Cent. America
Peru,2016,14.02, S. & Cent. America
Peru,2017,13.01, S. & Cent. America
Peru,2018,12.79, S. & Cent. America
Trinidad & Tobago,1970,1.78, S. & Cent. America
Trinidad & Tobago,1971,1.86, S. & Cent. America
Trinidad & Tobago,1972,1.93, S. & Cent. America
Trinidad & Tobago,1973,1.85, S. & Cent. America
Trinidad & Tobago,1974,1.69, S. & Cent. America
Trinidad & Tobago,1975,1.54, S. & Cent. America
Trinidad & Tobago,1976,1.73, S. & Cent. America
Trinidad & Tobago,1977,2.03, S. & Cent. America
Trinidad & Tobago,1978,2.43, S. & Cent. America
Trinidad & Tobago,1979,2.51, S. & Cent. America
Trinidad & Tobago,1980,2.83, S. & Cent. America
Trinidad & Tobago,1981,3.12, S. & Cent. America
Trinidad & Tobago,1982,3.79, S. & Cent. America
Trinidad & Tobago,1983,3.93, S. & Cent. America
Trinidad & Tobago,1984,4.12, S. & Cent. America
Trinidad & Tobago,1985,4.22, S. & Cent. America
Trinidad & Tobago,1986,4.31, S. & Cent. America
Trinidad & Tobago,1987,4.57, S. & Cent. America
Trinidad & Tobago,1988,5.26, S. & Cent. America
Trinidad & Tobago,1989,5.27, S. & Cent. America
Trinidad & Tobago,1990,5.46, S. & Cent. America
Trinidad & Tobago,1991,5.54, S. & Cent. America
Trinidad & Tobago,1992,5.35, S. & Cent. America
Trinidad & Tobago,1993,6, S. & Cent. America
Trinidad & Tobago,1994,6.88, S. & Cent. America
Trinidad & Tobago,1995,7.38, S. & Cent. America
Trinidad & Tobago,1996,8.33, S. & Cent. America
Trinidad & Tobago,1997,9.04, S. & Cent. America
Trinidad & Tobago,1998,9.04, S. & Cent. America
Trinidad & Tobago,1999,11.41, S. & Cent. America
Trinidad & Tobago,2000,13.83, S. & Cent. America
Trinidad & Tobago,2001,14.71, S. & Cent. America
Trinidad & Tobago,2002,17.26, S. & Cent. America
Trinidad & Tobago,2003,25.19, S. & Cent. America
Trinidad & Tobago,2004,28.58, S. & Cent. America
Trinidad & Tobago,2005,30.01, S. & Cent. America
Trinidad & Tobago,2006,35.56, S. & Cent. America
Trinidad & Tobago,2007,37.7, S. & Cent. America
Trinidad & Tobago,2008,37.4, S. & Cent. America
Trinidad & Tobago,2009,38.56, S. & Cent. America
Trinidad & Tobago,2010,40.29, S. & Cent. America
Trinidad & Tobago,2011,38.69, S. & Cent. America
Trinidad & Tobago,2012,38.53, S. & Cent. America
Trinidad & Tobago,2013,38.75, S. & Cent. America
Trinidad & Tobago,2014,38.07, S. & Cent. America
Trinidad & Tobago,2015,35.96, S. & Cent. America
Trinidad & Tobago,2016,31.28, S. & Cent. America
Trinidad & Tobago,2017,31.87, S. & Cent. America
Trinidad & Tobago,2018,33.96, S. & Cent. America
Venezuela,1970,8.56, S. & Cent. America
Venezuela,1971,8.29, S. & Cent. America
Venezuela,1972,8.24, S. & Cent. America
Venezuela,1973,10.16, S. & Cent. America
Venezuela,1974,10.73, S. & Cent. America
Venezuela,1975,10.44, S. & Cent. America
Venezuela,1976,12.94, S. & Cent. America
Venezuela,1977,14.13, S. & Cent. America
Venezuela,1978,14.25, S. & Cent. America
Venezuela,1979,15.96, S. & Cent. America
Venezuela,1980,16.43, S. & Cent. America
Venezuela,1981,16.52, S. & Cent. America
Venezuela,1982,17.63, S. & Cent. America
Venezuela,1983,17.36, S. & Cent. America
Venezuela,1984,19.2, S. & Cent. America
Venezuela,1985,19.23, S. & Cent. America
Venezuela,1986,21.17, S. & Cent. America
Venezuela,1987,20.63, S. & Cent. America
Venezuela,1988,21.12, S. & Cent. America
Venezuela,1989,21.69, S. & Cent. America
Venezuela,1990,24.38, S. & Cent. America
Venezuela,1991,24.31, S. & Cent. America
Venezuela,1992,24, S. & Cent. America
Venezuela,1993,25.9, S. & Cent. America
Venezuela,1994,27.39, S. & Cent. America
Venezuela,1995,30.53, S. & Cent. America
Venezuela,1996,33, S. & Cent. America
Venezuela,1997,34.22, S. & Cent. America
Venezuela,1998,35.89, S. & Cent. America
Venezuela,1999,30.43, S. & Cent. America
Venezuela,2000,31, S. & Cent. America
Venezuela,2001,32.85, S. & Cent. America
Venezuela,2002,31.54, S. & Cent. America
Venezuela,2003,28, S. & Cent. America
Venezuela,2004,31.53, S. & Cent. America
Venezuela,2005,30.44, S. & Cent. America
Venezuela,2006,34.95, S. & Cent. America
Venezuela,2007,37.25, S. & Cent. America
Venezuela,2008,33.42, S. & Cent. America
Venezuela,2009,31.8, S. & Cent. America
Venezuela,2010,30.45, S. & Cent. America
Venezuela,2011,30.24, S. & Cent. America
Venezuela,2012,31.9, S. & Cent. America
Venezuela,2013,30.59, S. & Cent. America
Venezuela,2014,31.79, S. & Cent. America
Venezuela,2015,36.07, S. & Cent. America
Venezuela,2016,37.24, S. & Cent. America
Venezuela,2017,38.61, S. & Cent. America
Venezuela,2018,33.23, S. & Cent. America
